"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_009914415.1_ASM991441v1","GCF_009914435.1_ASM991443v1","GCF_009914475.1_ASM991447v1","GCA_010918035.1_ASM1091803v1","GCF_009914375.1_ASM991437v1","GCF_002953575.2_ASM295357v2","GCF_009734145.1_ASM973414v1","GCF_009914395.1_ASM991439v1","GCF_009296145.1_ASM929614v1","GCF_010917815.1_ASM1091781v1"
"GCF_009914375.1_ASM991437v1_CDS_2033","persistent","","10","10","1.0","NA","NA","","","","1091","1091","1091.0","GCF_009914415.1_ASM991441v1_CDS_1428","GCF_009914435.1_ASM991443v1_CDS_1335","GCF_009914475.1_ASM991447v1_CDS_0927","GCA_010918035.1_ASM1091803v1_CDS_1326","GCF_009914375.1_ASM991437v1_CDS_2033","GCF_002953575.2_ASM295357v2_CDS_1391","GCF_009734145.1_ASM973414v1_CDS_1545","GCF_009914395.1_ASM991439v1_CDS_1365","GCF_009296145.1_ASM929614v1_CDS_1534","GCF_010917815.1_ASM1091781v1_CDS_1465"
"GCF_009914375.1_ASM991437v1_CDS_2481","persistent","","10","10","1.0","NA","NA","","","","1211","1211","1211.0","GCF_009914415.1_ASM991441v1_CDS_1877","GCF_009914435.1_ASM991443v1_CDS_1823","GCF_009914475.1_ASM991447v1_CDS_0478","GCA_010918035.1_ASM1091803v1_CDS_0784","GCF_009914375.1_ASM991437v1_CDS_2481","GCF_002953575.2_ASM295357v2_CDS_1923","GCF_009734145.1_ASM973414v1_CDS_1097","GCF_009914395.1_ASM991439v1_CDS_1835","GCF_009296145.1_ASM929614v1_CDS_0997","GCF_010917815.1_ASM1091781v1_CDS_0969"
"GCF_009914375.1_ASM991437v1_CDS_2513","persistent","","10","10","1.0","NA","NA","","","","812","812","812.0","GCF_009914415.1_ASM991441v1_CDS_1909","GCF_009914435.1_ASM991443v1_CDS_1855","GCF_009914475.1_ASM991447v1_CDS_0446","GCA_010918035.1_ASM1091803v1_CDS_0751","GCF_009914375.1_ASM991437v1_CDS_2513","GCF_002953575.2_ASM295357v2_CDS_1958","GCF_009734145.1_ASM973414v1_CDS_1063","GCF_009914395.1_ASM991439v1_CDS_1867","GCF_009296145.1_ASM929614v1_CDS_0962","GCF_010917815.1_ASM1091781v1_CDS_0935"
"GCF_009914375.1_ASM991437v1_CDS_2545","persistent","","10","10","1.0","NA","NA","","","","413","413","413.0","GCF_009914415.1_ASM991441v1_CDS_1937","GCF_009914435.1_ASM991443v1_CDS_1882","GCF_009914475.1_ASM991447v1_CDS_0418","GCA_010918035.1_ASM1091803v1_CDS_0722","GCF_009914375.1_ASM991437v1_CDS_2545","GCF_002953575.2_ASM295357v2_CDS_1992","GCF_009734145.1_ASM973414v1_CDS_1033","GCF_009914395.1_ASM991439v1_CDS_1895","GCF_009296145.1_ASM929614v1_CDS_0923","GCF_010917815.1_ASM1091781v1_CDS_0895"
"GCF_009914375.1_ASM991437v1_CDS_2577","shell","","6","6","1.0","NA","NA","","","","401","659","613.0","GCF_009914415.1_ASM991441v1_CDS_1969","GCF_009914435.1_ASM991443v1_CDS_1914","GCF_009914475.1_ASM991447v1_CDS_0386","GCA_010918035.1_ASM1091803v1_CDS_0690","GCF_009914375.1_ASM991437v1_CDS_2577","","","GCF_009914395.1_ASM991439v1_CDS_1928","",""
"GCF_009914375.1_ASM991437v1_CDS_2609","persistent","","10","10","1.0","NA","NA","","","","356","356","356.0","GCF_009914415.1_ASM991441v1_CDS_2001","GCF_009914435.1_ASM991443v1_CDS_1945","GCF_009914475.1_ASM991447v1_CDS_0354","GCA_010918035.1_ASM1091803v1_CDS_0659","GCF_009914375.1_ASM991437v1_CDS_2609","GCF_002953575.2_ASM295357v2_CDS_2056","GCF_009734145.1_ASM973414v1_CDS_0968","GCF_009914395.1_ASM991439v1_CDS_1960","GCF_009296145.1_ASM929614v1_CDS_0860","GCF_010917815.1_ASM1091781v1_CDS_0832"
"GCF_009914375.1_ASM991437v1_CDS_2930","shell","","5","5","1.0","NA","NA","","","","2339","2339","2339.0","","GCF_009914435.1_ASM991443v1_CDS_2875","","GCA_010918035.1_ASM1091803v1_CDS_3111","GCF_009914375.1_ASM991437v1_CDS_2930","","","GCF_009914395.1_ASM991439v1_CDS_2837","","GCF_010917815.1_ASM1091781v1_CDS_2983"
"GCF_002953575.2_ASM295357v2_CDS_0014","shell","","6","6","1.0","NA","NA","","","","131","272","248.5","GCF_009914415.1_ASM991441v1_CDS_0071","GCF_009914435.1_ASM991443v1_CDS_0016","GCF_009914475.1_ASM991447v1_CDS_2283","GCA_010918035.1_ASM1091803v1_CDS_2710","","GCF_002953575.2_ASM295357v2_CDS_0014","","","GCF_009296145.1_ASM929614v1_CDS_0019",""
"GCF_002953575.2_ASM295357v2_CDS_0046","persistent","","10","10","1.0","NA","NA","","","","704","704","704.0","GCF_009914415.1_ASM991441v1_CDS_0106","GCF_009914435.1_ASM991443v1_CDS_0049","GCF_009914475.1_ASM991447v1_CDS_2248","GCA_010918035.1_ASM1091803v1_CDS_2665","GCF_009914375.1_ASM991437v1_CDS_0651","GCF_002953575.2_ASM295357v2_CDS_0046","GCF_009734145.1_ASM973414v1_CDS_3053","GCF_009914395.1_ASM991439v1_CDS_0052","GCF_009296145.1_ASM929614v1_CDS_2863","GCF_010917815.1_ASM1091781v1_CDS_2882"
"GCF_002953575.2_ASM295357v2_CDS_0110","persistent","","10","10","1.0","NA","NA","","","","554","563","562.1","GCF_009914415.1_ASM991441v1_CDS_0171","GCF_009914435.1_ASM991443v1_CDS_0113","GCF_009914475.1_ASM991447v1_CDS_2183","GCA_010918035.1_ASM1091803v1_CDS_2586","GCF_009914375.1_ASM991437v1_CDS_0720","GCF_002953575.2_ASM295357v2_CDS_0110","GCF_009734145.1_ASM973414v1_CDS_2990","GCF_009914395.1_ASM991439v1_CDS_0119","GCF_009296145.1_ASM929614v1_CDS_2795","GCF_010917815.1_ASM1091781v1_CDS_2804"
"GCF_002953575.2_ASM295357v2_CDS_0144","persistent","","10","10","1.0","NA","NA","","","","1079","1085","1079.6","GCF_009914415.1_ASM991441v1_CDS_0201","GCF_009914435.1_ASM991443v1_CDS_0144","GCF_009914475.1_ASM991447v1_CDS_2153","GCA_010918035.1_ASM1091803v1_CDS_2539","GCF_009914375.1_ASM991437v1_CDS_0758","GCF_002953575.2_ASM295357v2_CDS_0144","GCF_009734145.1_ASM973414v1_CDS_2954","GCF_009914395.1_ASM991439v1_CDS_0152","GCF_009296145.1_ASM929614v1_CDS_2758","GCF_010917815.1_ASM1091781v1_CDS_2765"
"GCF_002953575.2_ASM295357v2_CDS_0497","cloud","","1","1","1.0","NA","NA","","","","998","998","998.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_0497","","","",""
"GCF_002953575.2_ASM295357v2_CDS_0529","shell","","5","6","1.2","NA","NA","","","","971","974","973.5","","GCF_009914435.1_ASM991443v1_CDS_2010","","","GCF_009914375.1_ASM991437v1_CDS_0854","GCF_002953575.2_ASM295357v2_CDS_0529" "GCF_002953575.2_ASM295357v2_CDS_0225","GCF_009734145.1_ASM973414v1_CDS_2538","GCF_009914395.1_ASM991439v1_CDS_2985","",""
"GCF_002953575.2_ASM295357v2_CDS_0722","cloud","","1","1","1.0","NA","NA","","","","1151","1151","1151.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_0722","","","",""
"GCF_002953575.2_ASM295357v2_CDS_1074","cloud","","1","1","1.0","NA","NA","","","","698","698","698.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1074","","","",""
"GCF_002953575.2_ASM295357v2_CDS_1138","persistent","","10","10","1.0","NA","NA","","","","998","1124","1010.6","GCF_009914415.1_ASM991441v1_CDS_1178","GCF_009914435.1_ASM991443v1_CDS_1085","GCF_009914475.1_ASM991447v1_CDS_1177","GCA_010918035.1_ASM1091803v1_CDS_1585","GCF_009914375.1_ASM991437v1_CDS_1781","GCF_002953575.2_ASM295357v2_CDS_1138","GCF_009734145.1_ASM973414v1_CDS_1919","GCF_009914395.1_ASM991439v1_CDS_1113","GCF_009296145.1_ASM929614v1_CDS_1787","GCF_010917815.1_ASM1091781v1_CDS_1776"
"GCF_002953575.2_ASM295357v2_CDS_1170","persistent","","10","10","1.0","NA","NA","","","","500","500","500.0","GCF_009914415.1_ASM991441v1_CDS_1210","GCF_009914435.1_ASM991443v1_CDS_1116","GCF_009914475.1_ASM991447v1_CDS_1145","GCA_010918035.1_ASM1091803v1_CDS_1553","GCF_009914375.1_ASM991437v1_CDS_1813","GCF_002953575.2_ASM295357v2_CDS_1170","GCF_009734145.1_ASM973414v1_CDS_1886","GCF_009914395.1_ASM991439v1_CDS_1146","GCF_009296145.1_ASM929614v1_CDS_1755","GCF_010917815.1_ASM1091781v1_CDS_1745"
"GCF_002953575.2_ASM295357v2_CDS_1202","persistent","","10","10","1.0","NA","NA","","","","1499","1511","1509.8","GCF_009914415.1_ASM991441v1_CDS_1239","GCF_009914435.1_ASM991443v1_CDS_1146","GCF_009914475.1_ASM991447v1_CDS_1116","GCA_010918035.1_ASM1091803v1_CDS_1518","GCF_009914375.1_ASM991437v1_CDS_1845","GCF_002953575.2_ASM295357v2_CDS_1202","GCF_009734145.1_ASM973414v1_CDS_1785","GCF_009914395.1_ASM991439v1_CDS_1178","GCF_009296145.1_ASM929614v1_CDS_1723","GCF_010917815.1_ASM1091781v1_CDS_1715"
"GCF_002953575.2_ASM295357v2_CDS_1234","persistent","","10","10","1.0","NA","NA","","","","1082","1082","1082.0","GCF_009914415.1_ASM991441v1_CDS_1271","GCF_009914435.1_ASM991443v1_CDS_1179","GCF_009914475.1_ASM991447v1_CDS_1084","GCA_010918035.1_ASM1091803v1_CDS_1486","GCF_009914375.1_ASM991437v1_CDS_1877","GCF_002953575.2_ASM295357v2_CDS_1234","GCF_009734145.1_ASM973414v1_CDS_1753","GCF_009914395.1_ASM991439v1_CDS_1210","GCF_009296145.1_ASM929614v1_CDS_1691","GCF_010917815.1_ASM1091781v1_CDS_1682"
"GCF_002953575.2_ASM295357v2_CDS_1266","persistent","","10","10","1.0","NA","NA","","","","566","665","655.1","GCF_009914415.1_ASM991441v1_CDS_1303","GCF_009914435.1_ASM991443v1_CDS_1211","GCF_009914475.1_ASM991447v1_CDS_1052","GCA_010918035.1_ASM1091803v1_CDS_1454","GCF_009914375.1_ASM991437v1_CDS_1912","GCF_002953575.2_ASM295357v2_CDS_1266","GCF_009734145.1_ASM973414v1_CDS_1722","GCF_009914395.1_ASM991439v1_CDS_1245","GCF_009296145.1_ASM929614v1_CDS_1658","GCF_010917815.1_ASM1091781v1_CDS_1649"
"GCF_002953575.2_ASM295357v2_CDS_1298","persistent","","10","10","1.0","NA","NA","","","","851","851","851.0","GCF_009914415.1_ASM991441v1_CDS_1335","GCF_009914435.1_ASM991443v1_CDS_1245","GCF_009914475.1_ASM991447v1_CDS_1020","GCA_010918035.1_ASM1091803v1_CDS_1422","GCF_009914375.1_ASM991437v1_CDS_1944","GCF_002953575.2_ASM295357v2_CDS_1298","GCF_009734145.1_ASM973414v1_CDS_1690","GCF_009914395.1_ASM991439v1_CDS_1277","GCF_009296145.1_ASM929614v1_CDS_1626","GCF_010917815.1_ASM1091781v1_CDS_1617"
"GCF_002953575.2_ASM295357v2_CDS_1362","persistent","","10","10","1.0","NA","NA","","","","1028","1028","1028.0","GCF_009914415.1_ASM991441v1_CDS_1397","GCF_009914435.1_ASM991443v1_CDS_1306","GCF_009914475.1_ASM991447v1_CDS_0958","GCA_010918035.1_ASM1091803v1_CDS_1359","GCF_009914375.1_ASM991437v1_CDS_2004","GCF_002953575.2_ASM295357v2_CDS_1362","GCF_009734145.1_ASM973414v1_CDS_1574","GCF_009914395.1_ASM991439v1_CDS_1336","GCF_009296145.1_ASM929614v1_CDS_1564","GCF_010917815.1_ASM1091781v1_CDS_1494"
"GCF_002953575.2_ASM295357v2_CDS_1490","persistent","","10","10","1.0","NA","NA","","","","233","233","233.0","GCF_009914415.1_ASM991441v1_CDS_1518","GCF_009914435.1_ASM991443v1_CDS_1428","GCF_009914475.1_ASM991447v1_CDS_0837","GCA_010918035.1_ASM1091803v1_CDS_1224","GCF_009914375.1_ASM991437v1_CDS_2114","GCF_002953575.2_ASM295357v2_CDS_1490","GCF_009734145.1_ASM973414v1_CDS_1455","GCF_009914395.1_ASM991439v1_CDS_1485","GCF_009296145.1_ASM929614v1_CDS_1385","GCF_010917815.1_ASM1091781v1_CDS_1371"
"GCF_002953575.2_ASM295357v2_CDS_1554","persistent","","10","10","1.0","NA","NA","","","","1343","1343","1343.0","GCF_009914415.1_ASM991441v1_CDS_1578","GCF_009914435.1_ASM991443v1_CDS_1489","GCF_009914475.1_ASM991447v1_CDS_0777","GCA_010918035.1_ASM1091803v1_CDS_1162","GCF_009914375.1_ASM991437v1_CDS_2174","GCF_002953575.2_ASM295357v2_CDS_1554","GCF_009734145.1_ASM973414v1_CDS_1391","GCF_009914395.1_ASM991439v1_CDS_1544","GCF_009296145.1_ASM929614v1_CDS_1325","GCF_010917815.1_ASM1091781v1_CDS_1308"
"GCF_002953575.2_ASM295357v2_CDS_1586","persistent","","10","10","1.0","NA","NA","","","","635","635","635.0","GCF_009914415.1_ASM991441v1_CDS_1608","GCF_009914435.1_ASM991443v1_CDS_1521","GCF_009914475.1_ASM991447v1_CDS_0746","GCA_010918035.1_ASM1091803v1_CDS_1132","GCF_009914375.1_ASM991437v1_CDS_2204","GCF_002953575.2_ASM295357v2_CDS_1586","GCF_009734145.1_ASM973414v1_CDS_1361","GCF_009914395.1_ASM991439v1_CDS_1575","GCF_009296145.1_ASM929614v1_CDS_1290","GCF_010917815.1_ASM1091781v1_CDS_1278"
"GCF_002953575.2_ASM295357v2_CDS_1618","persistent","","10","10","1.0","NA","NA","","","","1172","1172","1172.0","GCF_009914415.1_ASM991441v1_CDS_1640","GCF_009914435.1_ASM991443v1_CDS_1553","GCF_009914475.1_ASM991447v1_CDS_0714","GCA_010918035.1_ASM1091803v1_CDS_1100","GCF_009914375.1_ASM991437v1_CDS_2236","GCF_002953575.2_ASM295357v2_CDS_1618","GCF_009734145.1_ASM973414v1_CDS_1329","GCF_009914395.1_ASM991439v1_CDS_1607","GCF_009296145.1_ASM929614v1_CDS_1258","GCF_010917815.1_ASM1091781v1_CDS_1246"
"GCF_009914415.1_ASM991441v1_CDS_0905","persistent","","9","9","1.0","NA","NA","","","","344","362","358.0","GCF_009914415.1_ASM991441v1_CDS_0905","GCF_009914435.1_ASM991443v1_CDS_0794","GCF_009914475.1_ASM991447v1_CDS_1448","GCA_010918035.1_ASM1091803v1_CDS_1857","GCF_009914375.1_ASM991437v1_CDS_1497","GCF_002953575.2_ASM295357v2_CDS_0859","GCF_009734145.1_ASM973414v1_CDS_2201","","GCF_009296145.1_ASM929614v1_CDS_2078","GCF_010917815.1_ASM1091781v1_CDS_2045"
"GCF_009914415.1_ASM991441v1_CDS_0937","persistent","","10","10","1.0","NA","NA","","","","1343","1343","1343.0","GCF_009914415.1_ASM991441v1_CDS_0937","GCF_009914435.1_ASM991443v1_CDS_0825","GCF_009914475.1_ASM991447v1_CDS_1416","GCA_010918035.1_ASM1091803v1_CDS_1824","GCF_009914375.1_ASM991437v1_CDS_1531","GCF_002953575.2_ASM295357v2_CDS_0890","GCF_009734145.1_ASM973414v1_CDS_2170","GCF_009914395.1_ASM991439v1_CDS_0872","GCF_009296145.1_ASM929614v1_CDS_2047","GCF_010917815.1_ASM1091781v1_CDS_2015"
"GCF_009914415.1_ASM991441v1_CDS_0969","persistent","","10","10","1.0","NA","NA","","","","1586","1586","1586.0","GCF_009914415.1_ASM991441v1_CDS_0969","GCF_009914435.1_ASM991443v1_CDS_0864","GCF_009914475.1_ASM991447v1_CDS_1384","GCA_010918035.1_ASM1091803v1_CDS_1782","GCF_009914375.1_ASM991437v1_CDS_1582","GCF_002953575.2_ASM295357v2_CDS_0928","GCF_009734145.1_ASM973414v1_CDS_2129","GCF_009914395.1_ASM991439v1_CDS_0912","GCF_009296145.1_ASM929614v1_CDS_2007","GCF_010917815.1_ASM1091781v1_CDS_1979"
"GCF_009914415.1_ASM991441v1_CDS_1193","persistent","","10","10","1.0","NA","NA","","","","1982","1982","1982.0","GCF_009914415.1_ASM991441v1_CDS_1193","GCF_009914435.1_ASM991443v1_CDS_1099","GCF_009914475.1_ASM991447v1_CDS_1162","GCA_010918035.1_ASM1091803v1_CDS_1571","GCF_009914375.1_ASM991437v1_CDS_1796","GCF_002953575.2_ASM295357v2_CDS_1152","GCF_009734145.1_ASM973414v1_CDS_1905","GCF_009914395.1_ASM991439v1_CDS_1129","GCF_009296145.1_ASM929614v1_CDS_1773","GCF_010917815.1_ASM1091781v1_CDS_1762"
"GCF_009914415.1_ASM991441v1_CDS_1225","persistent","","10","10","1.0","NA","NA","","","","728","737","736.1","GCF_009914415.1_ASM991441v1_CDS_1225","GCF_009914435.1_ASM991443v1_CDS_1132","GCF_009914475.1_ASM991447v1_CDS_1130","GCA_010918035.1_ASM1091803v1_CDS_1532","GCF_009914375.1_ASM991437v1_CDS_1831","GCF_002953575.2_ASM295357v2_CDS_1188","GCF_009734145.1_ASM973414v1_CDS_1799","GCF_009914395.1_ASM991439v1_CDS_1164","GCF_009296145.1_ASM929614v1_CDS_1737","GCF_010917815.1_ASM1091781v1_CDS_1729"
"GCF_009914415.1_ASM991441v1_CDS_1449","persistent","","10","11","1.1","NA","NA","","","","122","869","792.36","GCF_009914415.1_ASM991441v1_CDS_1449","GCF_009914435.1_ASM991443v1_CDS_1356","GCF_009914475.1_ASM991447v1_CDS_0906","GCA_010918035.1_ASM1091803v1_CDS_1312","GCF_009914375.1_ASM991437v1_CDS_2054","GCF_002953575.2_ASM295357v2_CDS_1412","GCF_009734145.1_ASM973414v1_CDS_1524","GCF_009914395.1_ASM991439v1_CDS_1386","GCF_009296145.1_ASM929614v1_CDS_1513" "GCF_009296145.1_ASM929614v1_CDS_1512","GCF_010917815.1_ASM1091781v1_CDS_1444"
"GCF_009914415.1_ASM991441v1_CDS_1481","persistent","","10","10","1.0","NA","NA","","","","491","491","491.0","GCF_009914415.1_ASM991441v1_CDS_1481","GCF_009914435.1_ASM991443v1_CDS_1389","GCF_009914475.1_ASM991447v1_CDS_0874","GCA_010918035.1_ASM1091803v1_CDS_1281","GCF_009914375.1_ASM991437v1_CDS_2086","GCF_002953575.2_ASM295357v2_CDS_1443","GCF_009734145.1_ASM973414v1_CDS_1491","GCF_009914395.1_ASM991439v1_CDS_1447","GCF_009296145.1_ASM929614v1_CDS_1447","GCF_010917815.1_ASM1091781v1_CDS_1414"
"GCF_009914415.1_ASM991441v1_CDS_1545","persistent","","9","9","1.0","NA","NA","","","","1586","1586","1586.0","GCF_009914415.1_ASM991441v1_CDS_1545","GCF_009914435.1_ASM991443v1_CDS_1456","GCF_009914475.1_ASM991447v1_CDS_0810","GCA_010918035.1_ASM1091803v1_CDS_1196","GCF_009914375.1_ASM991437v1_CDS_2141","GCF_002953575.2_ASM295357v2_CDS_1519","","GCF_009914395.1_ASM991439v1_CDS_1511","GCF_009296145.1_ASM929614v1_CDS_1358","GCF_010917815.1_ASM1091781v1_CDS_1344"
"GCF_009914415.1_ASM991441v1_CDS_1609","persistent","","10","10","1.0","NA","NA","","","","344","497","464.6","GCF_009914415.1_ASM991441v1_CDS_1609","GCF_009914435.1_ASM991443v1_CDS_1522","GCF_009914475.1_ASM991447v1_CDS_0745","GCA_010918035.1_ASM1091803v1_CDS_1131","GCF_009914375.1_ASM991437v1_CDS_2205","GCF_002953575.2_ASM295357v2_CDS_1587","GCF_009734145.1_ASM973414v1_CDS_1360","GCF_009914395.1_ASM991439v1_CDS_1576","GCF_009296145.1_ASM929614v1_CDS_1289","GCF_010917815.1_ASM1091781v1_CDS_1277"
"GCF_009914415.1_ASM991441v1_CDS_1641","persistent","","10","10","1.0","NA","NA","","","","977","995","989.6","GCF_009914415.1_ASM991441v1_CDS_1641","GCF_009914435.1_ASM991443v1_CDS_1554","GCF_009914475.1_ASM991447v1_CDS_0713","GCA_010918035.1_ASM1091803v1_CDS_1099","GCF_009914375.1_ASM991437v1_CDS_2237","GCF_002953575.2_ASM295357v2_CDS_1619","GCF_009734145.1_ASM973414v1_CDS_1328","GCF_009914395.1_ASM991439v1_CDS_1608","GCF_009296145.1_ASM929614v1_CDS_1257","GCF_010917815.1_ASM1091781v1_CDS_1245"
"GCF_009914415.1_ASM991441v1_CDS_1673","shell","","5","5","1.0","NA","NA","","","","290","290","290.0","GCF_009914415.1_ASM991441v1_CDS_1673","GCF_009914435.1_ASM991443v1_CDS_1586","GCF_009914475.1_ASM991447v1_CDS_0681","","","GCF_002953575.2_ASM295357v2_CDS_1652","GCF_009734145.1_ASM973414v1_CDS_1294","","",""
"GCF_009914415.1_ASM991441v1_CDS_1705","shell","","6","6","1.0","NA","NA","","","","1049","1049","1049.0","GCF_009914415.1_ASM991441v1_CDS_1705","GCF_009914435.1_ASM991443v1_CDS_1615","GCF_009914475.1_ASM991447v1_CDS_0650","GCA_010918035.1_ASM1091803v1_CDS_0987","","GCF_002953575.2_ASM295357v2_CDS_0486","GCF_009734145.1_ASM973414v1_CDS_2556","","",""
"GCF_009914415.1_ASM991441v1_CDS_1737","cloud","","3","3","1.0","NA","NA","","","","1004","1004","1004.0","GCF_009914415.1_ASM991441v1_CDS_1737","GCF_009914435.1_ASM991443v1_CDS_1679","GCF_009914475.1_ASM991447v1_CDS_0618","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_1897","persistent","","10","10","1.0","NA","NA","","","","1028","1028","1028.0","GCF_009914415.1_ASM991441v1_CDS_1897","GCF_009914435.1_ASM991443v1_CDS_1843","GCF_009914475.1_ASM991447v1_CDS_0458","GCA_010918035.1_ASM1091803v1_CDS_0763","GCF_009914375.1_ASM991437v1_CDS_2501","GCF_002953575.2_ASM295357v2_CDS_1946","GCF_009734145.1_ASM973414v1_CDS_1075","GCF_009914395.1_ASM991439v1_CDS_1855","GCF_009296145.1_ASM929614v1_CDS_0974","GCF_010917815.1_ASM1091781v1_CDS_0947"
"GCF_009914415.1_ASM991441v1_CDS_1929","persistent","","10","10","1.0","NA","NA","","","","3833","3899","3839.6","GCF_009914415.1_ASM991441v1_CDS_1929","GCF_009914435.1_ASM991443v1_CDS_1875","GCF_009914475.1_ASM991447v1_CDS_0426","GCA_010918035.1_ASM1091803v1_CDS_0731","GCF_009914375.1_ASM991437v1_CDS_2538","GCF_002953575.2_ASM295357v2_CDS_1983","GCF_009734145.1_ASM973414v1_CDS_1041","GCF_009914395.1_ASM991439v1_CDS_1887","GCF_009296145.1_ASM929614v1_CDS_0942","GCF_010917815.1_ASM1091781v1_CDS_0914"
"GCF_009914415.1_ASM991441v1_CDS_1961","persistent","","10","10","1.0","NA","NA","","","","566","566","566.0","GCF_009914415.1_ASM991441v1_CDS_1961","GCF_009914435.1_ASM991443v1_CDS_1906","GCF_009914475.1_ASM991447v1_CDS_0394","GCA_010918035.1_ASM1091803v1_CDS_0698","GCF_009914375.1_ASM991437v1_CDS_2569","GCF_002953575.2_ASM295357v2_CDS_2016","GCF_009734145.1_ASM973414v1_CDS_1008","GCF_009914395.1_ASM991439v1_CDS_1920","GCF_009296145.1_ASM929614v1_CDS_0899","GCF_010917815.1_ASM1091781v1_CDS_0871"
"GCF_009914415.1_ASM991441v1_CDS_1993","persistent","","10","10","1.0","NA","NA","","","","878","878","878.0","GCF_009914415.1_ASM991441v1_CDS_1993","GCF_009914435.1_ASM991443v1_CDS_1937","GCF_009914475.1_ASM991447v1_CDS_0362","GCA_010918035.1_ASM1091803v1_CDS_0667","GCF_009914375.1_ASM991437v1_CDS_2601","GCF_002953575.2_ASM295357v2_CDS_2048","GCF_009734145.1_ASM973414v1_CDS_0976","GCF_009914395.1_ASM991439v1_CDS_1952","GCF_009296145.1_ASM929614v1_CDS_0868","GCF_010917815.1_ASM1091781v1_CDS_0840"
"GCF_009914415.1_ASM991441v1_CDS_2025","cloud","","3","3","1.0","NA","NA","","","","386","386","386.0","GCF_009914415.1_ASM991441v1_CDS_2025","GCF_009914435.1_ASM991443v1_CDS_1969","GCF_009914475.1_ASM991447v1_CDS_0330","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_2186","cloud","","4","5","1.25","NA","NA","","","","215","215","215.0","GCF_009914415.1_ASM991441v1_CDS_2186","","GCF_009914475.1_ASM991447v1_CDS_0169","","GCF_009914375.1_ASM991437v1_CDS_2805" "GCF_009914375.1_ASM991437v1_CDS_0490","","","GCF_009914395.1_ASM991439v1_CDS_2685","",""
"GCF_009914415.1_ASM991441v1_CDS_2250","persistent","","10","10","1.0","NA","NA","","","","428","428","428.0","GCF_009914415.1_ASM991441v1_CDS_2250","GCF_009914435.1_ASM991443v1_CDS_2213","GCF_009914475.1_ASM991447v1_CDS_0105","GCA_010918035.1_ASM1091803v1_CDS_0399","GCF_009914375.1_ASM991437v1_CDS_2883","GCF_002953575.2_ASM295357v2_CDS_0654","GCF_009734145.1_ASM973414v1_CDS_2407","GCF_009914395.1_ASM991439v1_CDS_2212","GCF_009296145.1_ASM929614v1_CDS_0605","GCF_010917815.1_ASM1091781v1_CDS_0573"
"GCF_009914415.1_ASM991441v1_CDS_2282","persistent","","10","10","1.0","NA","NA","","","","1922","1922","1922.0","GCF_009914415.1_ASM991441v1_CDS_2282","GCF_009914435.1_ASM991443v1_CDS_2246","GCF_009914475.1_ASM991447v1_CDS_0073","GCA_010918035.1_ASM1091803v1_CDS_0367","GCF_009914375.1_ASM991437v1_CDS_0030","GCF_002953575.2_ASM295357v2_CDS_2475","GCF_009734145.1_ASM973414v1_CDS_0561","GCF_009914395.1_ASM991439v1_CDS_2246","GCF_009296145.1_ASM929614v1_CDS_0573","GCF_010917815.1_ASM1091781v1_CDS_0541"
"GCF_009914415.1_ASM991441v1_CDS_2314","persistent","","10","10","1.0","NA","NA","","","","2621","2621","2621.0","GCF_009914415.1_ASM991441v1_CDS_2314","GCF_009914435.1_ASM991443v1_CDS_2278","GCF_009914475.1_ASM991447v1_CDS_0041","GCA_010918035.1_ASM1091803v1_CDS_0335","GCF_009914375.1_ASM991437v1_CDS_0064","GCF_002953575.2_ASM295357v2_CDS_2507","GCF_009734145.1_ASM973414v1_CDS_0526","GCF_009914395.1_ASM991439v1_CDS_2281","GCF_009296145.1_ASM929614v1_CDS_0539","GCF_010917815.1_ASM1091781v1_CDS_0509"
"GCF_009914415.1_ASM991441v1_CDS_2474","cloud","","3","3","1.0","NA","NA","","","","446","446","446.0","GCF_009914415.1_ASM991441v1_CDS_2474","GCF_009914435.1_ASM991443v1_CDS_2438","GCF_009914475.1_ASM991447v1_CDS_2689","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0033","persistent","","10","10","1.0","NA","NA","","","","1352","1355","1354.7","GCF_009914415.1_ASM991441v1_CDS_0087","GCF_009914435.1_ASM991443v1_CDS_0033","GCF_009914475.1_ASM991447v1_CDS_2267","GCA_010918035.1_ASM1091803v1_CDS_2682","GCF_009914375.1_ASM991437v1_CDS_0632","GCF_002953575.2_ASM295357v2_CDS_0030","GCF_009734145.1_ASM973414v1_CDS_3070","GCF_009914395.1_ASM991439v1_CDS_0035","GCF_009296145.1_ASM929614v1_CDS_2880","GCF_010917815.1_ASM1091781v1_CDS_2902"
