"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCF_003143895.1_ASM314389v1_CDS_0533","cloud","","2","2","1.0","NA","NA","","","","170","224","197.0","","","","GCF_003143895.1_ASM314389v1_CDS_0533","","GCF_002082665.1_ASM208266v1_CDS_0659","","","",""
"GCF_003143895.1_ASM314389v1_CDS_0565","persistent","","10","18","1.8","NA","NA","","","","338","2750","1512.67","GCA_003359435.2_ASM335943v2_CDS_0743" "GCA_003359435.2_ASM335943v2_CDS_0742","GCF_004295305.1_ASM429530v1_CDS_0573" "GCF_004295305.1_ASM429530v1_CDS_0574","GCF_002951295.1_ASM295129v1_CDS_0192","GCF_003143895.1_ASM314389v1_CDS_0565","GCF_000814165.3_ASM81416v3_CDS_0551","GCF_002082665.1_ASM208266v1_CDS_0701","GCA_003359375.2_ASM335937v2_CDS_0880" "GCA_003359375.2_ASM335937v2_CDS_0879","GCA_003359395.2_ASM335939v2_CDS_0889" "GCA_003359395.2_ASM335939v2_CDS_0891" "GCA_003359395.2_ASM335939v2_CDS_0890","GCA_003359355.2_ASM335935v2_CDS_0942" "GCA_003359355.2_ASM335935v2_CDS_0943","GCA_003359505.2_ASM335950v2_CDS_0807" "GCA_003359505.2_ASM335950v2_CDS_0806" "GCA_003359505.2_ASM335950v2_CDS_0808"
"GCF_003143895.1_ASM314389v1_CDS_0821","persistent","","10","15","1.5","NA","NA","","","","203","1928","1253.0","GCA_003359435.2_ASM335943v2_CDS_1047","GCF_004295305.1_ASM429530v1_CDS_0808","GCF_002951295.1_ASM295129v1_CDS_0421","GCF_003143895.1_ASM314389v1_CDS_0821","GCF_000814165.3_ASM81416v3_CDS_0793","GCF_002082665.1_ASM208266v1_CDS_0954","GCA_003359375.2_ASM335937v2_CDS_1247" "GCA_003359375.2_ASM335937v2_CDS_1248" "GCA_003359375.2_ASM335937v2_CDS_1249","GCA_003359395.2_ASM335939v2_CDS_1266","GCA_003359355.2_ASM335935v2_CDS_1369" "GCA_003359355.2_ASM335935v2_CDS_1367" "GCA_003359355.2_ASM335935v2_CDS_1368" "GCA_003359355.2_ASM335935v2_CDS_1366","GCA_003359505.2_ASM335950v2_CDS_1125"
"GCF_003143895.1_ASM314389v1_CDS_0885","persistent","","10","14","1.4","NA","NA","","","","227","959","668.21","GCA_003359435.2_ASM335943v2_CDS_1222","GCF_004295305.1_ASM429530v1_CDS_0866","GCF_002951295.1_ASM295129v1_CDS_0491","GCF_003143895.1_ASM314389v1_CDS_0885","GCF_000814165.3_ASM81416v3_CDS_0902","GCF_002082665.1_ASM208266v1_CDS_1082","GCA_003359375.2_ASM335937v2_CDS_1359" "GCA_003359375.2_ASM335937v2_CDS_1360","GCA_003359395.2_ASM335939v2_CDS_1408","GCA_003359355.2_ASM335935v2_CDS_1518" "GCA_003359355.2_ASM335935v2_CDS_1517" "GCA_003359355.2_ASM335935v2_CDS_1519","GCA_003359505.2_ASM335950v2_CDS_1279" "GCA_003359505.2_ASM335950v2_CDS_1280"
"GCF_003143895.1_ASM314389v1_CDS_0917","persistent","","9","9","1.0","NA","NA","","","","188","188","188.0","GCA_003359435.2_ASM335943v2_CDS_1264","GCF_004295305.1_ASM429530v1_CDS_0898","GCF_002951295.1_ASM295129v1_CDS_0523","GCF_003143895.1_ASM314389v1_CDS_0917","GCF_000814165.3_ASM81416v3_CDS_0934","GCF_002082665.1_ASM208266v1_CDS_1114","GCA_003359375.2_ASM335937v2_CDS_1415","GCA_003359395.2_ASM335939v2_CDS_1471","GCA_003359355.2_ASM335935v2_CDS_1581",""
"GCF_003143895.1_ASM314389v1_CDS_0981","persistent","","10","13","1.3","NA","NA","","","","230","1220","905.69","GCA_003359435.2_ASM335943v2_CDS_1342","GCF_004295305.1_ASM429530v1_CDS_0960","GCF_002951295.1_ASM295129v1_CDS_0586","GCF_003143895.1_ASM314389v1_CDS_0981","GCF_000814165.3_ASM81416v3_CDS_0999","GCF_002082665.1_ASM208266v1_CDS_1177","GCA_003359375.2_ASM335937v2_CDS_1510" "GCA_003359375.2_ASM335937v2_CDS_1511" "GCA_003359375.2_ASM335937v2_CDS_1509","GCA_003359395.2_ASM335939v2_CDS_1573","GCA_003359355.2_ASM335935v2_CDS_1684","GCA_003359505.2_ASM335950v2_CDS_1418" "GCA_003359505.2_ASM335950v2_CDS_1417"
"GCF_003143895.1_ASM314389v1_CDS_1013","persistent","","10","21","2.1","NA","NA","","","","161","1463","630.71","GCA_003359435.2_ASM335943v2_CDS_1389" "GCA_003359435.2_ASM335943v2_CDS_1390" "GCA_003359435.2_ASM335943v2_CDS_1391","GCF_004295305.1_ASM429530v1_CDS_0994","GCF_002951295.1_ASM295129v1_CDS_0618","GCF_003143895.1_ASM314389v1_CDS_1013","GCF_000814165.3_ASM81416v3_CDS_1031","GCF_002082665.1_ASM208266v1_CDS_1209","GCA_003359375.2_ASM335937v2_CDS_1561" "GCA_003359375.2_ASM335937v2_CDS_1562" "GCA_003359375.2_ASM335937v2_CDS_1560","GCA_003359395.2_ASM335939v2_CDS_1625" "GCA_003359395.2_ASM335939v2_CDS_1626" "GCA_003359395.2_ASM335939v2_CDS_1627","GCA_003359355.2_ASM335935v2_CDS_1740" "GCA_003359355.2_ASM335935v2_CDS_1737" "GCA_003359355.2_ASM335935v2_CDS_1738" "GCA_003359355.2_ASM335935v2_CDS_1739","GCA_003359505.2_ASM335950v2_CDS_1467" "GCA_003359505.2_ASM335950v2_CDS_1466" "GCA_003359505.2_ASM335950v2_CDS_1465"
"GCF_003143895.1_ASM314389v1_CDS_1045","persistent","","10","14","1.4","NA","NA","","","","89","1133","800.0","GCA_003359435.2_ASM335943v2_CDS_1432","GCF_004295305.1_ASM429530v1_CDS_1024","GCF_002951295.1_ASM295129v1_CDS_0649","GCF_003143895.1_ASM314389v1_CDS_1045","GCF_000814165.3_ASM81416v3_CDS_1061","GCF_002082665.1_ASM208266v1_CDS_1239","GCA_003359375.2_ASM335937v2_CDS_1617" "GCA_003359375.2_ASM335937v2_CDS_1618","GCA_003359395.2_ASM335939v2_CDS_1676","GCA_003359355.2_ASM335935v2_CDS_1800" "GCA_003359355.2_ASM335935v2_CDS_1799" "GCA_003359355.2_ASM335935v2_CDS_1801","GCA_003359505.2_ASM335950v2_CDS_1514" "GCA_003359505.2_ASM335950v2_CDS_1515"
"GCF_003143895.1_ASM314389v1_CDS_1077","persistent","","10","15","1.5","NA","NA","","","","194","794","517.6","GCA_003359435.2_ASM335943v2_CDS_1487" "GCA_003359435.2_ASM335943v2_CDS_1486","GCF_004295305.1_ASM429530v1_CDS_1067","GCF_002951295.1_ASM295129v1_CDS_0679","GCF_003143895.1_ASM314389v1_CDS_1077","GCF_000814165.3_ASM81416v3_CDS_1089","GCF_002082665.1_ASM208266v1_CDS_1269","GCA_003359375.2_ASM335937v2_CDS_1674" "GCA_003359375.2_ASM335937v2_CDS_1673","GCA_003359395.2_ASM335939v2_CDS_6141" "GCA_003359395.2_ASM335939v2_CDS_6140" "GCA_003359395.2_ASM335939v2_CDS_6139","GCA_003359355.2_ASM335935v2_CDS_1848" "GCA_003359355.2_ASM335935v2_CDS_1847","GCA_003359505.2_ASM335950v2_CDS_1627"
"GCF_003143895.1_ASM314389v1_CDS_1109","cloud","","1","1","1.0","NA","NA","","","","206","206","206.0","","","","GCF_003143895.1_ASM314389v1_CDS_1109","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_1141","cloud","","1","1","1.0","NA","NA","","","","632","632","632.0","","","","GCF_003143895.1_ASM314389v1_CDS_1141","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_1333","shell","","5","7","1.4","NA","NA","","","","179","692","482.43","","","GCF_002951295.1_ASM295129v1_CDS_0923","GCF_003143895.1_ASM314389v1_CDS_1333","","GCF_002082665.1_ASM208266v1_CDS_1506","GCA_003359375.2_ASM335937v2_CDS_2033" "GCA_003359375.2_ASM335937v2_CDS_2034","","","GCA_003359505.2_ASM335950v2_CDS_1983" "GCA_003359505.2_ASM335950v2_CDS_1984"
"GCF_003143895.1_ASM314389v1_CDS_1781","persistent","","10","11","1.1","NA","NA","","","","308","821","700.45","GCA_003359435.2_ASM335943v2_CDS_2319","GCF_004295305.1_ASM429530v1_CDS_1822","GCF_002951295.1_ASM295129v1_CDS_1430","GCF_003143895.1_ASM314389v1_CDS_1781","GCF_000814165.3_ASM81416v3_CDS_1754","GCF_002082665.1_ASM208266v1_CDS_1588","GCA_003359375.2_ASM335937v2_CDS_2757","GCA_003359395.2_ASM335939v2_CDS_2686","GCA_003359355.2_ASM335935v2_CDS_3025" "GCA_003359355.2_ASM335935v2_CDS_3024","GCA_003359505.2_ASM335950v2_CDS_2794"
"GCF_003143895.1_ASM314389v1_CDS_1813","persistent","","10","10","1.0","NA","NA","","","","776","956","896.9","GCA_003359435.2_ASM335943v2_CDS_2365","GCF_004295305.1_ASM429530v1_CDS_1854","GCF_002951295.1_ASM295129v1_CDS_1490","GCF_003143895.1_ASM314389v1_CDS_1813","GCF_000814165.3_ASM81416v3_CDS_1778","GCF_002082665.1_ASM208266v1_CDS_1559","GCA_003359375.2_ASM335937v2_CDS_2808","GCA_003359395.2_ASM335939v2_CDS_2738","GCA_003359355.2_ASM335935v2_CDS_3072","GCA_003359505.2_ASM335950v2_CDS_2864"
"GCF_003143895.1_ASM314389v1_CDS_1877","persistent","","10","10","1.0","NA","NA","","","","896","896","896.0","GCA_003359435.2_ASM335943v2_CDS_2448","GCF_004295305.1_ASM429530v1_CDS_1914","GCF_002951295.1_ASM295129v1_CDS_1549","GCF_003143895.1_ASM314389v1_CDS_1877","GCF_000814165.3_ASM81416v3_CDS_1839","GCF_002082665.1_ASM208266v1_CDS_2103","GCA_003359375.2_ASM335937v2_CDS_2904","GCA_003359395.2_ASM335939v2_CDS_2837","GCA_003359355.2_ASM335935v2_CDS_3180","GCA_003359505.2_ASM335950v2_CDS_2969"
"GCF_000814165.3_ASM81416v3_CDS_0789","persistent","","10","11","1.1","NA","NA","","","","224","587","473.27","GCA_003359435.2_ASM335943v2_CDS_1043","GCF_004295305.1_ASM429530v1_CDS_0803","GCF_002951295.1_ASM295129v1_CDS_0417","GCF_003143895.1_ASM314389v1_CDS_0817","GCF_000814165.3_ASM81416v3_CDS_0789","GCF_002082665.1_ASM208266v1_CDS_0950","GCA_003359375.2_ASM335937v2_CDS_1243","GCA_003359395.2_ASM335939v2_CDS_1262","GCA_003359355.2_ASM335935v2_CDS_1362","GCA_003359505.2_ASM335950v2_CDS_1120" "GCA_003359505.2_ASM335950v2_CDS_1121"
"GCF_000814165.3_ASM81416v3_CDS_0821","cloud","","3","3","1.0","NA","NA","","","","1214","1214","1214.0","","","GCF_002951295.1_ASM295129v1_CDS_2294","","GCF_000814165.3_ASM81416v3_CDS_0821","","","","","GCA_003359505.2_ASM335950v2_CDS_4141"
"GCF_000814165.3_ASM81416v3_CDS_0981","persistent","","10","10","1.0","NA","NA","","","","194","200","198.2","GCA_003359435.2_ASM335943v2_CDS_1319","GCF_004295305.1_ASM429530v1_CDS_0942","GCF_002951295.1_ASM295129v1_CDS_0568","GCF_003143895.1_ASM314389v1_CDS_0963","GCF_000814165.3_ASM81416v3_CDS_0981","GCF_002082665.1_ASM208266v1_CDS_1159","GCA_003359375.2_ASM335937v2_CDS_1486","GCA_003359395.2_ASM335939v2_CDS_1549","GCA_003359355.2_ASM335935v2_CDS_1652","GCA_003359505.2_ASM335950v2_CDS_1396"
"GCF_000814165.3_ASM81416v3_CDS_1045","persistent","","10","14","1.4","NA","NA","","","","338","1373","965.0","GCA_003359435.2_ASM335943v2_CDS_1408","GCF_004295305.1_ASM429530v1_CDS_1008","GCF_002951295.1_ASM295129v1_CDS_0632","GCF_003143895.1_ASM314389v1_CDS_1027","GCF_000814165.3_ASM81416v3_CDS_1045","GCF_002082665.1_ASM208266v1_CDS_1223","GCA_003359375.2_ASM335937v2_CDS_1584" "GCA_003359375.2_ASM335937v2_CDS_1583" "GCA_003359375.2_ASM335937v2_CDS_1585","GCA_003359395.2_ASM335939v2_CDS_1648","GCA_003359355.2_ASM335935v2_CDS_1764" "GCA_003359355.2_ASM335935v2_CDS_1763","GCA_003359505.2_ASM335950v2_CDS_1487" "GCA_003359505.2_ASM335950v2_CDS_1486"
"GCF_000814165.3_ASM81416v3_CDS_1141","persistent","","10","10","1.0","NA","NA","","","","608","812","758.0","GCA_003359435.2_ASM335943v2_CDS_1561","GCF_004295305.1_ASM429530v1_CDS_1124","GCF_002951295.1_ASM295129v1_CDS_0788","GCF_003143895.1_ASM314389v1_CDS_1197","GCF_000814165.3_ASM81416v3_CDS_1141","GCF_002082665.1_ASM208266v1_CDS_1378","GCA_003359375.2_ASM335937v2_CDS_1765","GCA_003359395.2_ASM335939v2_CDS_6046","GCA_003359355.2_ASM335935v2_CDS_1939","GCA_003359505.2_ASM335950v2_CDS_1782"
"GCF_000814165.3_ASM81416v3_CDS_1205","persistent","","10","12","1.2","NA","NA","","","","263","662","540.25","GCA_003359435.2_ASM335943v2_CDS_1598" "GCA_003359435.2_ASM335943v2_CDS_1597","GCF_004295305.1_ASM429530v1_CDS_1246","GCF_002951295.1_ASM295129v1_CDS_0824","GCF_003143895.1_ASM314389v1_CDS_1232","GCF_000814165.3_ASM81416v3_CDS_1205","GCF_002082665.1_ASM208266v1_CDS_1413","GCA_003359375.2_ASM335937v2_CDS_1878" "GCA_003359375.2_ASM335937v2_CDS_1879","GCA_003359395.2_ASM335939v2_CDS_1818","GCA_003359355.2_ASM335935v2_CDS_2068","GCA_003359505.2_ASM335950v2_CDS_1830"
"GCF_000814165.3_ASM81416v3_CDS_1557","persistent","","10","10","1.0","NA","NA","","","","668","752","710.0","GCA_003359435.2_ASM335943v2_CDS_2056","GCF_004295305.1_ASM429530v1_CDS_1615","GCF_002951295.1_ASM295129v1_CDS_1236","GCF_003143895.1_ASM314389v1_CDS_1581","GCF_000814165.3_ASM81416v3_CDS_1557","GCF_002082665.1_ASM208266v1_CDS_1786","GCA_003359375.2_ASM335937v2_CDS_2441","GCA_003359395.2_ASM335939v2_CDS_2376","GCA_003359355.2_ASM335935v2_CDS_2713","GCA_003359505.2_ASM335950v2_CDS_2495"
"GCF_000814165.3_ASM81416v3_CDS_1621","persistent","","10","11","1.1","NA","NA","","","","278","650","562.73","GCA_003359435.2_ASM335943v2_CDS_2141","GCF_004295305.1_ASM429530v1_CDS_1678","GCF_002951295.1_ASM295129v1_CDS_1299","GCF_003143895.1_ASM314389v1_CDS_1644","GCF_000814165.3_ASM81416v3_CDS_1621","GCF_002082665.1_ASM208266v1_CDS_1721","GCA_003359375.2_ASM335937v2_CDS_2542" "GCA_003359375.2_ASM335937v2_CDS_2543","GCA_003359395.2_ASM335939v2_CDS_2474","GCA_003359355.2_ASM335935v2_CDS_2812","GCA_003359505.2_ASM335950v2_CDS_2583"
"GCF_000814165.3_ASM81416v3_CDS_1653","persistent","","10","10","1.0","NA","NA","","","","185","725","569.3","GCA_003359435.2_ASM335943v2_CDS_2186","GCF_004295305.1_ASM429530v1_CDS_1711","GCF_002951295.1_ASM295129v1_CDS_1331","GCF_003143895.1_ASM314389v1_CDS_1677","GCF_000814165.3_ASM81416v3_CDS_1653","GCF_002082665.1_ASM208266v1_CDS_1689","GCA_003359375.2_ASM335937v2_CDS_2599","GCA_003359395.2_ASM335939v2_CDS_2518","GCA_003359355.2_ASM335935v2_CDS_2865","GCA_003359505.2_ASM335950v2_CDS_2632"
"GCF_000814165.3_ASM81416v3_CDS_1717","cloud","","1","1","1.0","NA","NA","","","","359","359","359.0","","","","","GCF_000814165.3_ASM81416v3_CDS_1717","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_1749","cloud","","2","2","1.0","NA","NA","","","","299","338","318.5","","GCF_004295305.1_ASM429530v1_CDS_1817","","","GCF_000814165.3_ASM81416v3_CDS_1749","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_1845","persistent","","10","14","1.4","NA","NA","","","","200","1286","823.14","GCA_003359435.2_ASM335943v2_CDS_2477" "GCA_003359435.2_ASM335943v2_CDS_2478","GCF_004295305.1_ASM429530v1_CDS_1920","GCF_002951295.1_ASM295129v1_CDS_1555","GCF_003143895.1_ASM314389v1_CDS_1883","GCF_000814165.3_ASM81416v3_CDS_1845","GCF_002082665.1_ASM208266v1_CDS_2109","GCA_003359375.2_ASM335937v2_CDS_2918" "GCA_003359375.2_ASM335937v2_CDS_2917","GCA_003359395.2_ASM335939v2_CDS_2843" "GCA_003359395.2_ASM335939v2_CDS_2844","GCA_003359355.2_ASM335935v2_CDS_3195" "GCA_003359355.2_ASM335935v2_CDS_3196","GCA_003359505.2_ASM335950v2_CDS_2979"
"GCF_000814165.3_ASM81416v3_CDS_1877","persistent","","10","13","1.3","NA","NA","","","","185","1187","793.77","GCA_003359435.2_ASM335943v2_CDS_2524" "GCA_003359435.2_ASM335943v2_CDS_2522","GCF_004295305.1_ASM429530v1_CDS_1951","GCF_002951295.1_ASM295129v1_CDS_1591","GCF_003143895.1_ASM314389v1_CDS_1914","GCF_000814165.3_ASM81416v3_CDS_1877","GCF_002082665.1_ASM208266v1_CDS_2143","GCA_003359375.2_ASM335937v2_CDS_2976" "GCA_003359375.2_ASM335937v2_CDS_2978","GCA_003359395.2_ASM335939v2_CDS_2891","GCA_003359355.2_ASM335935v2_CDS_3242" "GCA_003359355.2_ASM335935v2_CDS_3243","GCA_003359505.2_ASM335950v2_CDS_3024"
"GCF_000814165.3_ASM81416v3_CDS_1941","persistent","","10","11","1.1","NA","NA","","","","125","434","358.73","GCA_003359435.2_ASM335943v2_CDS_2604" "GCA_003359435.2_ASM335943v2_CDS_2603","GCF_004295305.1_ASM429530v1_CDS_2016","GCF_002951295.1_ASM295129v1_CDS_1655","GCF_003143895.1_ASM314389v1_CDS_1967","GCF_000814165.3_ASM81416v3_CDS_1941","GCF_002082665.1_ASM208266v1_CDS_2212","GCA_003359375.2_ASM335937v2_CDS_3076","GCA_003359395.2_ASM335939v2_CDS_2991","GCA_003359355.2_ASM335935v2_CDS_3333","GCA_003359505.2_ASM335950v2_CDS_3118"
"GCF_000814165.3_ASM81416v3_CDS_2005","persistent","","10","13","1.3","NA","NA","","","","209","1163","867.62","GCA_003359435.2_ASM335943v2_CDS_2686" "GCA_003359435.2_ASM335943v2_CDS_2687","GCF_004295305.1_ASM429530v1_CDS_2080","GCF_002951295.1_ASM295129v1_CDS_1719","GCF_003143895.1_ASM314389v1_CDS_2031","GCF_000814165.3_ASM81416v3_CDS_2005","GCF_002082665.1_ASM208266v1_CDS_2277","GCA_003359375.2_ASM335937v2_CDS_3179","GCA_003359395.2_ASM335939v2_CDS_3158" "GCA_003359395.2_ASM335939v2_CDS_3157","GCA_003359355.2_ASM335935v2_CDS_3449","GCA_003359505.2_ASM335950v2_CDS_3221" "GCA_003359505.2_ASM335950v2_CDS_3222"
"GCF_000814165.3_ASM81416v3_CDS_2165","persistent","","10","10","1.0","NA","NA","","","","203","401","323.9","GCA_003359435.2_ASM335943v2_CDS_2897","GCF_004295305.1_ASM429530v1_CDS_2238","GCF_002951295.1_ASM295129v1_CDS_1874","GCF_003143895.1_ASM314389v1_CDS_2225","GCF_000814165.3_ASM81416v3_CDS_2165","GCF_002082665.1_ASM208266v1_CDS_2438","GCA_003359375.2_ASM335937v2_CDS_3426","GCA_003359395.2_ASM335939v2_CDS_3375","GCA_003359355.2_ASM335935v2_CDS_3677","GCA_003359505.2_ASM335950v2_CDS_3458"
"GCF_000814165.3_ASM81416v3_CDS_2197","persistent","","10","16","1.6","NA","NA","","","","152","1313","805.06","GCA_003359435.2_ASM335943v2_CDS_2939" "GCA_003359435.2_ASM335943v2_CDS_2937" "GCA_003359435.2_ASM335943v2_CDS_2938","GCF_004295305.1_ASM429530v1_CDS_2270","GCF_002951295.1_ASM295129v1_CDS_1905","GCF_003143895.1_ASM314389v1_CDS_2257","GCF_000814165.3_ASM81416v3_CDS_2197","GCF_002082665.1_ASM208266v1_CDS_2472","GCA_003359375.2_ASM335937v2_CDS_3479" "GCA_003359375.2_ASM335937v2_CDS_3480","GCA_003359395.2_ASM335939v2_CDS_3419" "GCA_003359395.2_ASM335939v2_CDS_3418","GCA_003359355.2_ASM335935v2_CDS_3734","GCA_003359505.2_ASM335950v2_CDS_3501" "GCA_003359505.2_ASM335950v2_CDS_3499" "GCA_003359505.2_ASM335950v2_CDS_3500"
"GCF_000814165.3_ASM81416v3_CDS_2229","cloud","","1","1","1.0","NA","NA","","","","770","770","770.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2229","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2261","persistent","","8","8","1.0","NA","NA","","","","332","470","420.12","","","GCF_002951295.1_ASM295129v1_CDS_1970","GCF_003143895.1_ASM314389v1_CDS_2319","GCF_000814165.3_ASM81416v3_CDS_2261","GCF_002082665.1_ASM208266v1_CDS_2537","GCA_003359375.2_ASM335937v2_CDS_3603","GCA_003359395.2_ASM335939v2_CDS_3522","GCA_003359355.2_ASM335935v2_CDS_3829","GCA_003359505.2_ASM335950v2_CDS_3602"
"GCF_000814165.3_ASM81416v3_CDS_2293","persistent","","8","8","1.0","NA","NA","","","","434","434","434.0","","","GCF_002951295.1_ASM295129v1_CDS_2005","GCF_003143895.1_ASM314389v1_CDS_2353","GCF_000814165.3_ASM81416v3_CDS_2293","GCF_002082665.1_ASM208266v1_CDS_2573","GCA_003359375.2_ASM335937v2_CDS_3641","GCA_003359395.2_ASM335939v2_CDS_3552","GCA_003359355.2_ASM335935v2_CDS_3858","GCA_003359505.2_ASM335950v2_CDS_3661"
"GCF_000814165.3_ASM81416v3_CDS_2325","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2325","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2485","persistent","","10","15","1.5","NA","NA","","","","338","1280","790.6","GCA_003359435.2_ASM335943v2_CDS_3263" "GCA_003359435.2_ASM335943v2_CDS_3264","GCF_004295305.1_ASM429530v1_CDS_2502","GCF_002951295.1_ASM295129v1_CDS_2207","GCF_003143895.1_ASM314389v1_CDS_2577","GCF_000814165.3_ASM81416v3_CDS_2485","GCF_002082665.1_ASM208266v1_CDS_2816","GCA_003359375.2_ASM335937v2_CDS_3969" "GCA_003359375.2_ASM335937v2_CDS_3970","GCA_003359395.2_ASM335939v2_CDS_3899" "GCA_003359395.2_ASM335939v2_CDS_3900","GCA_003359355.2_ASM335935v2_CDS_4189" "GCA_003359355.2_ASM335935v2_CDS_4190","GCA_003359505.2_ASM335950v2_CDS_4021" "GCA_003359505.2_ASM335950v2_CDS_4020"
"GCF_000814165.3_ASM81416v3_CDS_2549","persistent","","10","11","1.1","NA","NA","","","","338","674","589.45","GCA_003359435.2_ASM335943v2_CDS_3354","GCF_004295305.1_ASM429530v1_CDS_2571","GCF_002951295.1_ASM295129v1_CDS_2318","GCF_003143895.1_ASM314389v1_CDS_2654","GCF_000814165.3_ASM81416v3_CDS_2549","GCF_002082665.1_ASM208266v1_CDS_2888","GCA_003359375.2_ASM335937v2_CDS_4077","GCA_003359395.2_ASM335939v2_CDS_4008","GCA_003359355.2_ASM335935v2_CDS_4297","GCA_003359505.2_ASM335950v2_CDS_4180" "GCA_003359505.2_ASM335950v2_CDS_4181"
"GCF_000814165.3_ASM81416v3_CDS_2581","persistent","","10","13","1.3","NA","NA","","","","146","545","408.38","GCA_003359435.2_ASM335943v2_CDS_3387" "GCA_003359435.2_ASM335943v2_CDS_3386","GCF_004295305.1_ASM429530v1_CDS_2601","GCF_002951295.1_ASM295129v1_CDS_2348","GCF_003143895.1_ASM314389v1_CDS_2684","GCF_000814165.3_ASM81416v3_CDS_2581","GCF_002082665.1_ASM208266v1_CDS_2918","GCA_003359375.2_ASM335937v2_CDS_4119" "GCA_003359375.2_ASM335937v2_CDS_4118","GCA_003359395.2_ASM335939v2_CDS_4051" "GCA_003359395.2_ASM335939v2_CDS_4052","GCA_003359355.2_ASM335935v2_CDS_4345","GCA_003359505.2_ASM335950v2_CDS_4215"
"GCF_000814165.3_ASM81416v3_CDS_2709","persistent","","10","12","1.2","NA","NA","","","","101","377","310.5","GCA_003359435.2_ASM335943v2_CDS_3529" "GCA_003359435.2_ASM335943v2_CDS_3530","GCF_004295305.1_ASM429530v1_CDS_2730","GCF_002951295.1_ASM295129v1_CDS_2508","GCF_003143895.1_ASM314389v1_CDS_2820","GCF_000814165.3_ASM81416v3_CDS_2709","GCF_002082665.1_ASM208266v1_CDS_3109","GCA_003359375.2_ASM335937v2_CDS_4334","GCA_003359395.2_ASM335939v2_CDS_4322" "GCA_003359395.2_ASM335939v2_CDS_4321","GCA_003359355.2_ASM335935v2_CDS_4649","GCA_003359505.2_ASM335950v2_CDS_4400"
"GCF_000814165.3_ASM81416v3_CDS_2741","persistent","","10","11","1.1","NA","NA","","","","410","875","795.64","GCA_003359435.2_ASM335943v2_CDS_3573","GCF_004295305.1_ASM429530v1_CDS_2762","GCF_002951295.1_ASM295129v1_CDS_2541","GCF_003143895.1_ASM314389v1_CDS_2854","GCF_000814165.3_ASM81416v3_CDS_2741","GCF_002082665.1_ASM208266v1_CDS_3143","GCA_003359375.2_ASM335937v2_CDS_4388","GCA_003359395.2_ASM335939v2_CDS_4371" "GCA_003359395.2_ASM335939v2_CDS_4372","GCA_003359355.2_ASM335935v2_CDS_4699","GCA_003359505.2_ASM335950v2_CDS_4444"
"GCF_000814165.3_ASM81416v3_CDS_2838","persistent","","10","13","1.3","NA","NA","","","","212","887","667.54","GCA_003359435.2_ASM335943v2_CDS_3725" "GCA_003359435.2_ASM335943v2_CDS_3726","GCF_004295305.1_ASM429530v1_CDS_2924","GCF_002951295.1_ASM295129v1_CDS_2668","GCF_003143895.1_ASM314389v1_CDS_3003","GCF_000814165.3_ASM81416v3_CDS_2838","GCF_002082665.1_ASM208266v1_CDS_3241","GCA_003359375.2_ASM335937v2_CDS_4535","GCA_003359395.2_ASM335939v2_CDS_4586" "GCA_003359395.2_ASM335939v2_CDS_4587","GCA_003359355.2_ASM335935v2_CDS_4925","GCA_003359505.2_ASM335950v2_CDS_4574" "GCA_003359505.2_ASM335950v2_CDS_4575"
"GCF_000814165.3_ASM81416v3_CDS_3030","persistent","","10","13","1.3","NA","NA","","","","188","893","686.46","GCA_003359435.2_ASM335943v2_CDS_4015","GCF_004295305.1_ASM429530v1_CDS_3113","GCF_002951295.1_ASM295129v1_CDS_2852","GCF_003143895.1_ASM314389v1_CDS_3203","GCF_000814165.3_ASM81416v3_CDS_3030","GCF_002082665.1_ASM208266v1_CDS_3425","GCA_003359375.2_ASM335937v2_CDS_4754","GCA_003359395.2_ASM335939v2_CDS_4919" "GCA_003359395.2_ASM335939v2_CDS_4921" "GCA_003359395.2_ASM335939v2_CDS_4920","GCA_003359355.2_ASM335935v2_CDS_5281","GCA_003359505.2_ASM335950v2_CDS_4863" "GCA_003359505.2_ASM335950v2_CDS_4862"
