"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCA_003359315.2_ASM335931v2_CDS_5582","cloud","","2","2","1.0","NA","NA","","","","293","767","530.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5582","","GCA_003359225.2_ASM335922v2_CDS_5485"
"GCA_003359315.2_ASM335931v2_CDS_5646","cloud","","2","2","1.0","NA","NA","","","","572","614","593.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5646","","GCA_003359225.2_ASM335922v2_CDS_5810"
"GCA_003359315.2_ASM335931v2_CDS_5678","shell","","5","6","1.2","NA","NA","","","","506","995","834.0","","","GCA_003359295.2_ASM335929v2_CDS_4733","","","GCA_003359275.2_ASM335927v2_CDS_5278","","GCA_003359315.2_ASM335931v2_CDS_5678","GCA_003359305.2_ASM335930v2_CDS_6354" "GCA_003359305.2_ASM335930v2_CDS_6355","GCA_003359225.2_ASM335922v2_CDS_5866"
"GCA_003359305.2_ASM335930v2_CDS_0036","persistent","","6","7","1.17","NA","NA","","","","251","938","609.29","","GCA_003359215.2_ASM335921v2_CDS_0033" "GCA_003359215.2_ASM335921v2_CDS_0034","GCA_003359295.2_ASM335929v2_CDS_0028","","","","GCA_003354845.1_ASM335484v1_CDS_0029","GCA_003359315.2_ASM335931v2_CDS_0036","GCA_003359305.2_ASM335930v2_CDS_0036","GCA_003359225.2_ASM335922v2_CDS_0029"
"GCA_003359305.2_ASM335930v2_CDS_0196","cloud","","1","1","1.0","NA","NA","","","","206","206","206.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_0196",""
"GCA_003359305.2_ASM335930v2_CDS_0356","persistent","","10","13","1.3","NA","NA","","","","224","1001","748.08","GCF_000191145.1_ASM19114v1_CDS_2716","GCA_003359215.2_ASM335921v2_CDS_0314","GCA_003359295.2_ASM335929v2_CDS_0323","GCF_001617545.1_ASM161754v1_CDS_0214","GCF_001577285.1_ASM157728v1_CDS_0711","GCA_003359275.2_ASM335927v2_CDS_0305","GCA_003354845.1_ASM335484v1_CDS_0337" "GCA_003354845.1_ASM335484v1_CDS_0336","GCA_003359315.2_ASM335931v2_CDS_0329","GCA_003359305.2_ASM335930v2_CDS_0356","GCA_003359225.2_ASM335922v2_CDS_0364" "GCA_003359225.2_ASM335922v2_CDS_0363" "GCA_003359225.2_ASM335922v2_CDS_0365"
"GCA_003359275.2_ASM335927v2_CDS_2201","cloud","","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_2201","","","",""
"GCA_003359275.2_ASM335927v2_CDS_2425","cloud","","2","2","1.0","NA","NA","","","","170","170","170.0","","","GCA_003359295.2_ASM335929v2_CDS_2138","","","GCA_003359275.2_ASM335927v2_CDS_2425","","","",""
"GCA_003359275.2_ASM335927v2_CDS_2617","persistent","","10","13","1.3","NA","NA","","","","347","1058","804.38","GCF_000191145.1_ASM19114v1_CDS_1107","GCA_003359215.2_ASM335921v2_CDS_2525" "GCA_003359215.2_ASM335921v2_CDS_2524" "GCA_003359215.2_ASM335921v2_CDS_2526","GCA_003359295.2_ASM335929v2_CDS_2302" "GCA_003359295.2_ASM335929v2_CDS_2303","GCF_001617545.1_ASM161754v1_CDS_2212","GCF_001577285.1_ASM157728v1_CDS_2790","GCA_003359275.2_ASM335927v2_CDS_2617","GCA_003354845.1_ASM335484v1_CDS_2851","GCA_003359315.2_ASM335931v2_CDS_2675","GCA_003359305.2_ASM335930v2_CDS_3117","GCA_003359225.2_ASM335922v2_CDS_2756"
"GCA_003359275.2_ASM335927v2_CDS_2969","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_2969","","","",""
"GCA_003359275.2_ASM335927v2_CDS_3129","cloud","","3","3","1.0","NA","NA","","","","98","98","98.0","","GCA_003359215.2_ASM335921v2_CDS_3016","","","","GCA_003359275.2_ASM335927v2_CDS_3129","","","GCA_003359305.2_ASM335930v2_CDS_3734",""
"GCA_003359275.2_ASM335927v2_CDS_3257","persistent","","9","9","1.0","NA","NA","","","","512","740","707.33","GCF_000191145.1_ASM19114v1_CDS_0605","GCA_003359215.2_ASM335921v2_CDS_3200","","GCF_001617545.1_ASM161754v1_CDS_1748","GCF_001577285.1_ASM157728v1_CDS_2333","GCA_003359275.2_ASM335927v2_CDS_3257","GCA_003354845.1_ASM335484v1_CDS_3565","GCA_003359315.2_ASM335931v2_CDS_3309","GCA_003359305.2_ASM335930v2_CDS_3973","GCA_003359225.2_ASM335922v2_CDS_3405"
"GCA_003359275.2_ASM335927v2_CDS_3481","cloud","","1","1","1.0","NA","NA","","","","410","410","410.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_3481","","","",""
"GCA_003359275.2_ASM335927v2_CDS_3577","cloud","","2","3","1.5","NA","NA","","","","371","950","606.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_3577","","GCA_003359315.2_ASM335931v2_CDS_1656" "GCA_003359315.2_ASM335931v2_CDS_1655","",""
"GCA_003359275.2_ASM335927v2_CDS_3737","cloud","","2","2","1.0","NA","NA","","","","272","272","272.0","","GCA_003359215.2_ASM335921v2_CDS_3694","","","","GCA_003359275.2_ASM335927v2_CDS_3737","","","",""
"GCA_003359275.2_ASM335927v2_CDS_3961","cloud","","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_3961","","","",""
"GCA_003359275.2_ASM335927v2_CDS_4089","cloud","","1","1","1.0","NA","NA","","","","158","158","158.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_4089","","","",""
"GCA_003359275.2_ASM335927v2_CDS_4122","cloud","","1","1","1.0","NA","NA","","","","1187","1187","1187.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_4122","","","",""
"GCA_003359275.2_ASM335927v2_CDS_4218","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_4218","","","",""
"GCA_003359275.2_ASM335927v2_CDS_4250","cloud","","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_4250","","","",""
"GCA_003359275.2_ASM335927v2_CDS_4795","persistent","","6","6","1.0","NA","NA","","","","587","605","602.0","","GCA_003359215.2_ASM335921v2_CDS_4734","GCA_003359295.2_ASM335929v2_CDS_4207","","","GCA_003359275.2_ASM335927v2_CDS_4795","GCA_003354845.1_ASM335484v1_CDS_5078","GCA_003359315.2_ASM335931v2_CDS_4749","","GCA_003359225.2_ASM335922v2_CDS_4952"
"GCA_003359275.2_ASM335927v2_CDS_4891","persistent","","10","10","1.0","NA","NA","","","","515","740","653.3","GCF_000191145.1_ASM19114v1_CDS_3159","GCA_003359215.2_ASM335921v2_CDS_4838","GCA_003359295.2_ASM335929v2_CDS_4289","GCF_001617545.1_ASM161754v1_CDS_0703","GCF_001577285.1_ASM157728v1_CDS_1265","GCA_003359275.2_ASM335927v2_CDS_4891","GCA_003354845.1_ASM335484v1_CDS_5171","GCA_003359315.2_ASM335931v2_CDS_4843","GCA_003359305.2_ASM335930v2_CDS_5834","GCA_003359225.2_ASM335922v2_CDS_5053"
"GCA_003359275.2_ASM335927v2_CDS_5084","cloud","","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_5084","","","",""
"GCA_003359275.2_ASM335927v2_CDS_5116","cloud","","2","2","1.0","NA","NA","","","","125","125","125.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_5116","","GCA_003359315.2_ASM335931v2_CDS_5057","",""
"GCA_003359275.2_ASM335927v2_CDS_5309","cloud","","2","2","1.0","NA","NA","","","","224","680","452.0","","","","","","GCA_003359275.2_ASM335927v2_CDS_5309","","","","GCA_003359225.2_ASM335922v2_CDS_5895"
"GCA_003359215.2_ASM335921v2_CDS_1176","cloud","","1","1","1.0","NA","NA","","","","161","161","161.0","","GCA_003359215.2_ASM335921v2_CDS_1176","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_1240","persistent","","10","21","2.1","NA","NA","","","","197","2432","864.14","GCF_000191145.1_ASM19114v1_CDS_2041","GCA_003359215.2_ASM335921v2_CDS_1240","GCA_003359295.2_ASM335929v2_CDS_1121" "GCA_003359295.2_ASM335929v2_CDS_1120","GCF_001617545.1_ASM161754v1_CDS_3295","GCF_001577285.1_ASM157728v1_CDS_0019","GCA_003359275.2_ASM335927v2_CDS_1198" "GCA_003359275.2_ASM335927v2_CDS_1199","GCA_003354845.1_ASM335484v1_CDS_1293" "GCA_003354845.1_ASM335484v1_CDS_1295" "GCA_003354845.1_ASM335484v1_CDS_1294","GCA_003359315.2_ASM335931v2_CDS_1326" "GCA_003359315.2_ASM335931v2_CDS_1327" "GCA_003359315.2_ASM335931v2_CDS_1328","GCA_003359305.2_ASM335930v2_CDS_1447" "GCA_003359305.2_ASM335930v2_CDS_1448" "GCA_003359305.2_ASM335930v2_CDS_1449","GCA_003359225.2_ASM335922v2_CDS_1386" "GCA_003359225.2_ASM335922v2_CDS_1383" "GCA_003359225.2_ASM335922v2_CDS_1385" "GCA_003359225.2_ASM335922v2_CDS_1384"
"GCA_003359215.2_ASM335921v2_CDS_1336","persistent","","10","11","1.1","NA","NA","","","","149","482","384.36","GCF_000191145.1_ASM19114v1_CDS_1976","GCA_003359215.2_ASM335921v2_CDS_1336","GCA_003359295.2_ASM335929v2_CDS_1204","GCF_001617545.1_ASM161754v1_CDS_3230","GCF_001577285.1_ASM157728v1_CDS_3671","GCA_003359275.2_ASM335927v2_CDS_1287","GCA_003354845.1_ASM335484v1_CDS_1378" "GCA_003354845.1_ASM335484v1_CDS_1377","GCA_003359315.2_ASM335931v2_CDS_1408","GCA_003359305.2_ASM335930v2_CDS_1539","GCA_003359225.2_ASM335922v2_CDS_1475"
"GCA_003359215.2_ASM335921v2_CDS_1368","persistent","","10","14","1.4","NA","NA","","","","260","1250","862.57","GCF_000191145.1_ASM19114v1_CDS_1953","GCA_003359215.2_ASM335921v2_CDS_1368","GCA_003359295.2_ASM335929v2_CDS_1238" "GCA_003359295.2_ASM335929v2_CDS_1239","GCF_001617545.1_ASM161754v1_CDS_3145","GCF_001577285.1_ASM157728v1_CDS_3646","GCA_003359275.2_ASM335927v2_CDS_1320" "GCA_003359275.2_ASM335927v2_CDS_1321","GCA_003354845.1_ASM335484v1_CDS_1413","GCA_003359315.2_ASM335931v2_CDS_1445" "GCA_003359315.2_ASM335931v2_CDS_1446","GCA_003359305.2_ASM335930v2_CDS_1575" "GCA_003359305.2_ASM335930v2_CDS_1574","GCA_003359225.2_ASM335922v2_CDS_1511"
"GCA_003359215.2_ASM335921v2_CDS_1912","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","GCA_003359215.2_ASM335921v2_CDS_1912","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_2200","persistent","","7","7","1.0","NA","NA","","","","524","536","532.57","","GCA_003359215.2_ASM335921v2_CDS_2200","GCA_003359295.2_ASM335929v2_CDS_2009","GCF_001617545.1_ASM161754v1_CDS_2477","GCF_001577285.1_ASM157728v1_CDS_3040","GCA_003359275.2_ASM335927v2_CDS_2277","GCA_003354845.1_ASM335484v1_CDS_2330","","","GCA_003359225.2_ASM335922v2_CDS_2445"
"GCA_003359215.2_ASM335921v2_CDS_2456","cloud","","1","1","1.0","NA","NA","","","","221","221","221.0","","GCA_003359215.2_ASM335921v2_CDS_2456","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_2680","persistent","","5","5","1.0","NA","NA","","","","164","191","177.2","","GCA_003359215.2_ASM335921v2_CDS_2680","","","","GCA_003359275.2_ASM335927v2_CDS_2784","GCA_003354845.1_ASM335484v1_CDS_3013","GCA_003359315.2_ASM335931v2_CDS_2825","","GCA_003359225.2_ASM335922v2_CDS_2933"
"GCA_003359215.2_ASM335921v2_CDS_2968","cloud","","5","8","1.6","NA","NA","","","","146","1382","446.0","","GCA_003359215.2_ASM335921v2_CDS_2968","","","","GCA_003359275.2_ASM335927v2_CDS_3078" "GCA_003359275.2_ASM335927v2_CDS_3080" "GCA_003359275.2_ASM335927v2_CDS_3079","GCA_003354845.1_ASM335484v1_CDS_3309","","GCA_003359305.2_ASM335930v2_CDS_3682","GCA_003359225.2_ASM335922v2_CDS_3243" "GCA_003359225.2_ASM335922v2_CDS_3244"
"GCA_003359215.2_ASM335921v2_CDS_3000","persistent","","10","13","1.3","NA","NA","","","","431","1238","927.62","GCF_000191145.1_ASM19114v1_CDS_0751","GCA_003359215.2_ASM335921v2_CDS_3000","GCA_003359295.2_ASM335929v2_CDS_2769","GCF_001617545.1_ASM161754v1_CDS_1869","GCF_001577285.1_ASM157728v1_CDS_2437","GCA_003359275.2_ASM335927v2_CDS_3110" "GCA_003359275.2_ASM335927v2_CDS_3109","GCA_003354845.1_ASM335484v1_CDS_3341","GCA_003359315.2_ASM335931v2_CDS_3167" "GCA_003359315.2_ASM335931v2_CDS_3166","GCA_003359305.2_ASM335930v2_CDS_3718","GCA_003359225.2_ASM335922v2_CDS_3275" "GCA_003359225.2_ASM335922v2_CDS_3276"
"GCA_003359215.2_ASM335921v2_CDS_3160","cloud","","1","1","1.0","NA","NA","","","","593","593","593.0","","GCA_003359215.2_ASM335921v2_CDS_3160","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_3192","persistent","","6","6","1.0","NA","NA","","","","353","365","357.0","GCF_000191145.1_ASM19114v1_CDS_0609","GCA_003359215.2_ASM335921v2_CDS_3192","","GCF_001617545.1_ASM161754v1_CDS_1752","GCF_001577285.1_ASM157728v1_CDS_2337","","GCA_003354845.1_ASM335484v1_CDS_3554","","GCA_003359305.2_ASM335930v2_CDS_3962",""
"GCA_003359215.2_ASM335921v2_CDS_3320","cloud","","1","1","1.0","NA","NA","","","","236","236","236.0","","GCA_003359215.2_ASM335921v2_CDS_3320","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_3352","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","GCA_003359215.2_ASM335921v2_CDS_3352","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_3512","cloud","","1","1","1.0","NA","NA","","","","356","356","356.0","","GCA_003359215.2_ASM335921v2_CDS_3512","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_3608","cloud","","1","1","1.0","NA","NA","","","","785","785","785.0","","GCA_003359215.2_ASM335921v2_CDS_3608","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_3704","cloud","","4","4","1.0","NA","NA","","","","365","431","389.0","","GCA_003359215.2_ASM335921v2_CDS_3704","","","","GCA_003359275.2_ASM335927v2_CDS_3748","GCA_003354845.1_ASM335484v1_CDS_4091","","","GCA_003359225.2_ASM335922v2_CDS_3879"
"GCA_003359225.2_ASM335922v2_CDS_5156","persistent","","10","16","1.6","NA","NA","","","","89","998","638.19","GCF_000191145.1_ASM19114v1_CDS_3082" "GCF_000191145.1_ASM19114v1_CDS_3083","GCA_003359215.2_ASM335921v2_CDS_4939" "GCA_003359215.2_ASM335921v2_CDS_4938","GCA_003359295.2_ASM335929v2_CDS_4408" "GCA_003359295.2_ASM335929v2_CDS_4409","GCF_001617545.1_ASM161754v1_CDS_0630","GCF_001577285.1_ASM157728v1_CDS_1154","GCA_003359275.2_ASM335927v2_CDS_4985" "GCA_003359275.2_ASM335927v2_CDS_4986","GCA_003354845.1_ASM335484v1_CDS_5299","GCA_003359315.2_ASM335931v2_CDS_4945","GCA_003359305.2_ASM335930v2_CDS_5942" "GCA_003359305.2_ASM335930v2_CDS_5943" "GCA_003359305.2_ASM335930v2_CDS_5944","GCA_003359225.2_ASM335922v2_CDS_5156"
"GCA_003359225.2_ASM335922v2_CDS_5284","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5284"
"GCA_003359225.2_ASM335922v2_CDS_5316","cloud","","1","1","1.0","NA","NA","","","","491","491","491.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5316"
"GCA_003359225.2_ASM335922v2_CDS_5540","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5540"
"GCA_003359225.2_ASM335922v2_CDS_5572","cloud","","2","2","1.0","NA","NA","","","","1592","1826","1709.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5488","","GCA_003359225.2_ASM335922v2_CDS_5572"
"GCA_003359225.2_ASM335922v2_CDS_5604","cloud","","2","2","1.0","NA","NA","","","","290","815","552.5","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5464","","GCA_003359225.2_ASM335922v2_CDS_5604"
"GCA_003359225.2_ASM335922v2_CDS_5636","cloud","","1","1","1.0","NA","NA","","","","518","518","518.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5636"
"GCA_003359225.2_ASM335922v2_CDS_5700","cloud","","1","1","1.0","NA","NA","","","","182","182","182.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5700"
"GCA_003359225.2_ASM335922v2_CDS_5732","cloud","","2","2","1.0","NA","NA","","","","602","602","602.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5284","","GCA_003359225.2_ASM335922v2_CDS_5732"
"GCA_003359225.2_ASM335922v2_CDS_5892","cloud","","1","1","1.0","NA","NA","","","","320","320","320.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5892"
"GCA_003359225.2_ASM335922v2_CDS_5988","cloud","","1","1","1.0","NA","NA","","","","188","188","188.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_5988"
"GCA_003359225.2_ASM335922v2_CDS_6020","cloud","","1","1","1.0","NA","NA","","","","224","224","224.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_6020"
"GCF_000191145.1_ASM19114v1_CDS_0017","persistent","","10","16","1.6","NA","NA","","","","197","1703","1023.31","GCF_000191145.1_ASM19114v1_CDS_0017","GCA_003359215.2_ASM335921v2_CDS_4155" "GCA_003359215.2_ASM335921v2_CDS_4156","GCA_003359295.2_ASM335929v2_CDS_3713" "GCA_003359295.2_ASM335929v2_CDS_3714","GCF_001617545.1_ASM161754v1_CDS_1122","GCF_001577285.1_ASM157728v1_CDS_1770","GCA_003359275.2_ASM335927v2_CDS_4205","GCA_003354845.1_ASM335484v1_CDS_4530" "GCA_003354845.1_ASM335484v1_CDS_4531","GCA_003359315.2_ASM335931v2_CDS_4202" "GCA_003359315.2_ASM335931v2_CDS_4203","GCA_003359305.2_ASM335930v2_CDS_5132","GCA_003359225.2_ASM335922v2_CDS_4362" "GCA_003359225.2_ASM335922v2_CDS_4364" "GCA_003359225.2_ASM335922v2_CDS_4363"
"GCF_000191145.1_ASM19114v1_CDS_0146","persistent","","10","15","1.5","NA","NA","","","","140","728","412.2","GCF_000191145.1_ASM19114v1_CDS_0146","GCA_003359215.2_ASM335921v2_CDS_3977" "GCA_003359215.2_ASM335921v2_CDS_3976","GCA_003359295.2_ASM335929v2_CDS_3554" "GCA_003359295.2_ASM335929v2_CDS_3553","GCF_001617545.1_ASM161754v1_CDS_1246","GCF_001577285.1_ASM157728v1_CDS_1894","GCA_003359275.2_ASM335927v2_CDS_4039","GCA_003354845.1_ASM335484v1_CDS_4347" "GCA_003354845.1_ASM335484v1_CDS_4348","GCA_003359315.2_ASM335931v2_CDS_4025","GCA_003359305.2_ASM335930v2_CDS_4932" "GCA_003359305.2_ASM335930v2_CDS_4931","GCA_003359225.2_ASM335922v2_CDS_4176" "GCA_003359225.2_ASM335922v2_CDS_4175"
"GCF_000191145.1_ASM19114v1_CDS_0178","cloud","","1","1","1.0","NA","NA","","","","1571","1571","1571.0","GCF_000191145.1_ASM19114v1_CDS_0178","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_0210","persistent","","10","16","1.6","NA","NA","","","","230","2066","1209.69","GCF_000191145.1_ASM19114v1_CDS_0210","GCA_003359215.2_ASM335921v2_CDS_3891" "GCA_003359215.2_ASM335921v2_CDS_3890","GCA_003359295.2_ASM335929v2_CDS_3396","GCF_001617545.1_ASM161754v1_CDS_1326","GCF_001577285.1_ASM157728v1_CDS_1955","GCA_003359275.2_ASM335927v2_CDS_3926" "GCA_003359275.2_ASM335927v2_CDS_3927","GCA_003354845.1_ASM335484v1_CDS_4263","GCA_003359315.2_ASM335931v2_CDS_3912" "GCA_003359315.2_ASM335931v2_CDS_3913","GCA_003359305.2_ASM335930v2_CDS_4702" "GCA_003359305.2_ASM335930v2_CDS_4704" "GCA_003359305.2_ASM335930v2_CDS_4703","GCA_003359225.2_ASM335922v2_CDS_4061" "GCA_003359225.2_ASM335922v2_CDS_4062"
"GCF_000191145.1_ASM19114v1_CDS_0274","persistent","","10","14","1.4","NA","NA","","","","410","944","676.36","GCF_000191145.1_ASM19114v1_CDS_0274","GCA_003359215.2_ASM335921v2_CDS_3807" "GCA_003359215.2_ASM335921v2_CDS_3806","GCA_003359295.2_ASM335929v2_CDS_3316" "GCA_003359295.2_ASM335929v2_CDS_3317","GCF_001617545.1_ASM161754v1_CDS_1384","GCF_001577285.1_ASM157728v1_CDS_2019","GCA_003359275.2_ASM335927v2_CDS_3836","GCA_003354845.1_ASM335484v1_CDS_4180" "GCA_003354845.1_ASM335484v1_CDS_4179","GCA_003359315.2_ASM335931v2_CDS_3824","GCA_003359305.2_ASM335930v2_CDS_4600","GCA_003359225.2_ASM335922v2_CDS_3970" "GCA_003359225.2_ASM335922v2_CDS_3971"
"GCF_000191145.1_ASM19114v1_CDS_0402","persistent","","10","16","1.6","NA","NA","","","","554","2198","1375.81","GCF_000191145.1_ASM19114v1_CDS_0402","GCA_003359215.2_ASM335921v2_CDS_3560","GCA_003359295.2_ASM335929v2_CDS_3140","GCF_001617545.1_ASM161754v1_CDS_1539","GCF_001577285.1_ASM157728v1_CDS_2152","GCA_003359275.2_ASM335927v2_CDS_3637" "GCA_003359275.2_ASM335927v2_CDS_3638","GCA_003354845.1_ASM335484v1_CDS_3829" "GCA_003354845.1_ASM335484v1_CDS_3830","GCA_003359315.2_ASM335931v2_CDS_3633" "GCA_003359315.2_ASM335931v2_CDS_3634","GCA_003359305.2_ASM335930v2_CDS_4380" "GCA_003359305.2_ASM335930v2_CDS_4378" "GCA_003359305.2_ASM335930v2_CDS_4379","GCA_003359225.2_ASM335922v2_CDS_3766" "GCA_003359225.2_ASM335922v2_CDS_3767"
"GCF_000191145.1_ASM19114v1_CDS_0562","cloud","","1","1","1.0","NA","NA","","","","506","506","506.0","GCF_000191145.1_ASM19114v1_CDS_0562","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_0690","persistent","","9","9","1.0","NA","NA","","","","149","383","334.0","GCF_000191145.1_ASM19114v1_CDS_0690","GCA_003359215.2_ASM335921v2_CDS_3074","","GCF_001617545.1_ASM161754v1_CDS_1812","GCF_001577285.1_ASM157728v1_CDS_2389","GCA_003359275.2_ASM335927v2_CDS_3206","GCA_003354845.1_ASM335484v1_CDS_3427","GCA_003359315.2_ASM335931v2_CDS_3261","GCA_003359305.2_ASM335930v2_CDS_3838","GCA_003359225.2_ASM335922v2_CDS_3353"
"GCF_000191145.1_ASM19114v1_CDS_0818","persistent","","10","14","1.4","NA","NA","","","","227","1052","722.64","GCF_000191145.1_ASM19114v1_CDS_0818","GCA_003359215.2_ASM335921v2_CDS_2909","GCA_003359295.2_ASM335929v2_CDS_2688","GCF_001617545.1_ASM161754v1_CDS_1932","GCF_001577285.1_ASM157728v1_CDS_2504","GCA_003359275.2_ASM335927v2_CDS_3021" "GCA_003359275.2_ASM335927v2_CDS_3020","GCA_003354845.1_ASM335484v1_CDS_3246" "GCA_003354845.1_ASM335484v1_CDS_3245","GCA_003359315.2_ASM335931v2_CDS_3072" "GCA_003359315.2_ASM335931v2_CDS_3073","GCA_003359305.2_ASM335930v2_CDS_3607","GCA_003359225.2_ASM335922v2_CDS_3181" "GCA_003359225.2_ASM335922v2_CDS_3180"
"GCF_000191145.1_ASM19114v1_CDS_1074","cloud","","1","1","1.0","NA","NA","","","","1733","1733","1733.0","GCF_000191145.1_ASM19114v1_CDS_1074","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_1266","persistent","","8","10","1.25","NA","NA","","","","269","1268","999.8","GCF_000191145.1_ASM19114v1_CDS_1266","GCA_003359215.2_ASM335921v2_CDS_2394","GCA_003359295.2_ASM335929v2_CDS_2199","GCF_001617545.1_ASM161754v1_CDS_2334","GCF_001577285.1_ASM157728v1_CDS_2900","GCA_003359275.2_ASM335927v2_CDS_2496" "GCA_003359275.2_ASM335927v2_CDS_2497","GCA_003354845.1_ASM335484v1_CDS_2580","","GCA_003359305.2_ASM335930v2_CDS_2898" "GCA_003359305.2_ASM335930v2_CDS_2897",""
"GCF_000191145.1_ASM19114v1_CDS_1490","persistent","","10","11","1.1","NA","NA","","","","185","590","526.73","GCF_000191145.1_ASM19114v1_CDS_1490","GCA_003359215.2_ASM335921v2_CDS_2083","GCA_003359295.2_ASM335929v2_CDS_1894","GCF_001617545.1_ASM161754v1_CDS_2564","GCF_001577285.1_ASM157728v1_CDS_3130","GCA_003359275.2_ASM335927v2_CDS_2150","GCA_003354845.1_ASM335484v1_CDS_2211","GCA_003359315.2_ASM335931v2_CDS_2223","GCA_003359305.2_ASM335930v2_CDS_2519" "GCA_003359305.2_ASM335930v2_CDS_2520","GCA_003359225.2_ASM335922v2_CDS_2306"
"GCF_000191145.1_ASM19114v1_CDS_1714","cloud","","1","1","1.0","NA","NA","","","","896","896","896.0","GCF_000191145.1_ASM19114v1_CDS_1714","","","","","","","","",""
