"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_001278715.1_ASM127871v1","GCF_002165255.2_ASM216525v2","GCF_001647675.1_ASM164767v1","GCF_002688565.1_ASM268856v1","GCF_002934695.1_ASM293469v1","GCF_002165295.2_ASM216529v2","GCA_001581975.1_ASM158197v1","GCF_001612555.1_ASM161255v1","GCF_001696615.3_ASM169661v3","GCF_002165305.2_ASM216530v2"
"GCF_002165305.2_ASM216530v2_CDS_3352","cloud","","1","1","1.0","NA","NA","","","","5225","5225","5225.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3352"
"GCF_002165305.2_ASM216530v2_CDS_3384","cloud","","1","1","1.0","NA","NA","","","","893","893","893.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3384"
"GCF_002165305.2_ASM216530v2_CDS_3448","cloud","","1","1","1.0","NA","NA","","","","1229","1229","1229.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3448"
"GCF_002165305.2_ASM216530v2_CDS_3512","cloud","","1","1","1.0","NA","NA","","","","1289","1289","1289.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3512"
"GCF_002165305.2_ASM216530v2_CDS_3544","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3544"
"GCF_002165305.2_ASM216530v2_CDS_3576","cloud","","1","1","1.0","NA","NA","","","","422","422","422.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3576"
"GCF_002165305.2_ASM216530v2_CDS_3608","cloud","","1","1","1.0","NA","NA","","","","3281","3281","3281.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3608"
"GCF_002165305.2_ASM216530v2_CDS_3640","cloud","","1","1","1.0","NA","NA","","","","950","950","950.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3640"
"GCF_002165305.2_ASM216530v2_CDS_3672","cloud","","2","2","1.0","NA","NA","","","","893","893","893.0","GCF_001278715.1_ASM127871v1_CDS_0198","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_3672"
"GCF_001278715.1_ASM127871v1_CDS_0046","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","GCF_001278715.1_ASM127871v1_CDS_0046","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0078","cloud","","1","1","1.0","NA","NA","","","","110","110","110.0","GCF_001278715.1_ASM127871v1_CDS_0078","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0110","cloud","","1","1","1.0","NA","NA","","","","1715","1715","1715.0","GCF_001278715.1_ASM127871v1_CDS_0110","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0174","cloud","","1","1","1.0","NA","NA","","","","992","992","992.0","GCF_001278715.1_ASM127871v1_CDS_0174","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0206","cloud","","1","1","1.0","NA","NA","","","","767","767","767.0","GCF_001278715.1_ASM127871v1_CDS_0206","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0238","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","GCF_001278715.1_ASM127871v1_CDS_0238","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0270","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","GCF_001278715.1_ASM127871v1_CDS_0270","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0334","cloud","","1","1","1.0","NA","NA","","","","521","521","521.0","GCF_001278715.1_ASM127871v1_CDS_0334","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0398","cloud","","1","1","1.0","NA","NA","","","","248","248","248.0","GCF_001278715.1_ASM127871v1_CDS_0398","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0462","cloud","","1","1","1.0","NA","NA","","","","1484","1484","1484.0","GCF_001278715.1_ASM127871v1_CDS_0462","","","","","","","","",""
"GCF_001278715.1_ASM127871v1_CDS_0526","cloud","","3","3","1.0","NA","NA","","","","302","302","302.0","GCF_001278715.1_ASM127871v1_CDS_0526","","","","","GCF_002165295.2_ASM216529v2_CDS_1255","","GCF_001612555.1_ASM161255v1_CDS_2066","",""
"GCF_002165255.2_ASM216525v2_CDS_2484","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","GCF_002165255.2_ASM216525v2_CDS_2484","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2613","cloud","","1","1","1.0","NA","NA","","","","1343","1343","1343.0","","GCF_002165255.2_ASM216525v2_CDS_2613","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2645","persistent","","7","7","1.0","NA","NA","","","","572","596","579.29","GCF_001278715.1_ASM127871v1_CDS_1646","GCF_002165255.2_ASM216525v2_CDS_2645","GCF_001647675.1_ASM164767v1_CDS_2525","GCF_002688565.1_ASM268856v1_CDS_0959","GCF_002934695.1_ASM293469v1_CDS_2786","GCF_002165295.2_ASM216529v2_CDS_0046","","","","GCF_002165305.2_ASM216530v2_CDS_3101"
"GCF_002165255.2_ASM216525v2_CDS_2710","cloud","","1","1","1.0","NA","NA","","","","413","413","413.0","","GCF_002165255.2_ASM216525v2_CDS_2710","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2742","cloud","","1","1","1.0","NA","NA","","","","902","902","902.0","","GCF_002165255.2_ASM216525v2_CDS_2742","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2806","cloud","","5","6","1.2","NA","NA","","","","488","782","728.0","","GCF_002165255.2_ASM216525v2_CDS_2806","GCF_001647675.1_ASM164767v1_CDS_2765","GCF_002688565.1_ASM268856v1_CDS_2994" "GCF_002688565.1_ASM268856v1_CDS_3129","GCF_002934695.1_ASM293469v1_CDS_3246","","GCA_001581975.1_ASM158197v1_CDS_3982","","",""
"GCF_002165255.2_ASM216525v2_CDS_2870","cloud","","1","1","1.0","NA","NA","","","","941","941","941.0","","GCF_002165255.2_ASM216525v2_CDS_2870","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2902","cloud","","1","1","1.0","NA","NA","","","","956","956","956.0","","GCF_002165255.2_ASM216525v2_CDS_2902","","","","","","","",""
"GCF_002165255.2_ASM216525v2_CDS_2934","cloud","","1","1","1.0","NA","NA","","","","371","371","371.0","","GCF_002165255.2_ASM216525v2_CDS_2934","","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0059","cloud","","1","1","1.0","NA","NA","","","","716","716","716.0","","","GCF_001647675.1_ASM164767v1_CDS_0059","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0091","cloud","","1","1","1.0","NA","NA","","","","965","965","965.0","","","GCF_001647675.1_ASM164767v1_CDS_0091","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0124","cloud","","1","1","1.0","NA","NA","","","","512","512","512.0","","","GCF_001647675.1_ASM164767v1_CDS_0124","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0220","cloud","","2","2","1.0","NA","NA","","","","185","185","185.0","","","GCF_001647675.1_ASM164767v1_CDS_0220","GCF_002688565.1_ASM268856v1_CDS_0723","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0284","cloud","","1","1","1.0","NA","NA","","","","1004","1004","1004.0","","","GCF_001647675.1_ASM164767v1_CDS_0284","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0412","cloud","","1","1","1.0","NA","NA","","","","713","713","713.0","","","GCF_001647675.1_ASM164767v1_CDS_0412","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0445","cloud","","1","1","1.0","NA","NA","","","","1037","1037","1037.0","","","GCF_001647675.1_ASM164767v1_CDS_0445","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0477","cloud","","1","1","1.0","NA","NA","","","","986","986","986.0","","","GCF_001647675.1_ASM164767v1_CDS_0477","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0573","cloud","","1","1","1.0","NA","NA","","","","1448","1448","1448.0","","","GCF_001647675.1_ASM164767v1_CDS_0573","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0637","cloud","","1","1","1.0","NA","NA","","","","1139","1139","1139.0","","","GCF_001647675.1_ASM164767v1_CDS_0637","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0733","cloud","","1","1","1.0","NA","NA","","","","5840","5840","5840.0","","","GCF_001647675.1_ASM164767v1_CDS_0733","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0765","cloud","","1","1","1.0","NA","NA","","","","422","422","422.0","","","GCF_001647675.1_ASM164767v1_CDS_0765","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0829","cloud","","1","1","1.0","NA","NA","","","","1181","1181","1181.0","","","GCF_001647675.1_ASM164767v1_CDS_0829","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0893","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","GCF_001647675.1_ASM164767v1_CDS_0893","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_0925","cloud","","1","1","1.0","NA","NA","","","","1064","1064","1064.0","","","GCF_001647675.1_ASM164767v1_CDS_0925","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1117","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","","GCF_001647675.1_ASM164767v1_CDS_1117","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1181","cloud","","1","1","1.0","NA","NA","","","","2684","2684","2684.0","","","GCF_001647675.1_ASM164767v1_CDS_1181","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1213","cloud","","1","1","1.0","NA","NA","","","","932","932","932.0","","","GCF_001647675.1_ASM164767v1_CDS_1213","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1246","cloud","","1","1","1.0","NA","NA","","","","1148","1148","1148.0","","","GCF_001647675.1_ASM164767v1_CDS_1246","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1310","persistent","","7","7","1.0","NA","NA","","","","416","428","424.14","","","GCF_001647675.1_ASM164767v1_CDS_1310","GCF_002688565.1_ASM268856v1_CDS_2275","GCF_002934695.1_ASM293469v1_CDS_1072","GCF_002165295.2_ASM216529v2_CDS_1274","","GCF_001612555.1_ASM161255v1_CDS_1959","GCF_001696615.3_ASM169661v3_CDS_0385","GCF_002165305.2_ASM216530v2_CDS_1121"
"GCF_001647675.1_ASM164767v1_CDS_1342","cloud","","1","1","1.0","NA","NA","","","","2069","2069","2069.0","","","GCF_001647675.1_ASM164767v1_CDS_1342","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1406","cloud","","1","1","1.0","NA","NA","","","","443","443","443.0","","","GCF_001647675.1_ASM164767v1_CDS_1406","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1438","cloud","","1","1","1.0","NA","NA","","","","2378","2378","2378.0","","","GCF_001647675.1_ASM164767v1_CDS_1438","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1502","cloud","","1","1","1.0","NA","NA","","","","845","845","845.0","","","GCF_001647675.1_ASM164767v1_CDS_1502","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1630","cloud","","1","1","1.0","NA","NA","","","","1109","1109","1109.0","","","GCF_001647675.1_ASM164767v1_CDS_1630","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1694","cloud","","4","4","1.0","NA","NA","","","","263","263","263.0","","GCF_002165255.2_ASM216525v2_CDS_0720","GCF_001647675.1_ASM164767v1_CDS_1694","","","","GCA_001581975.1_ASM158197v1_CDS_2833","","","GCF_002165305.2_ASM216530v2_CDS_0757"
"GCF_001647675.1_ASM164767v1_CDS_1759","cloud","","1","1","1.0","NA","NA","","","","2630","2630","2630.0","","","GCF_001647675.1_ASM164767v1_CDS_1759","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1791","cloud","","1","1","1.0","NA","NA","","","","323","323","323.0","","","GCF_001647675.1_ASM164767v1_CDS_1791","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1823","cloud","","1","1","1.0","NA","NA","","","","623","623","623.0","","","GCF_001647675.1_ASM164767v1_CDS_1823","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1887","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","GCF_001647675.1_ASM164767v1_CDS_1887","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_1984","cloud","","1","1","1.0","NA","NA","","","","422","422","422.0","","","GCF_001647675.1_ASM164767v1_CDS_1984","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2145","persistent","","10","10","1.0","NA","NA","","","","464","464","464.0","GCF_001278715.1_ASM127871v1_CDS_1926","GCF_002165255.2_ASM216525v2_CDS_0279","GCF_001647675.1_ASM164767v1_CDS_2145","GCF_002688565.1_ASM268856v1_CDS_1338","GCF_002934695.1_ASM293469v1_CDS_0078","GCF_002165295.2_ASM216529v2_CDS_0290","GCA_001581975.1_ASM158197v1_CDS_0333","GCF_001612555.1_ASM161255v1_CDS_0298","GCF_001696615.3_ASM169661v3_CDS_1533","GCF_002165305.2_ASM216530v2_CDS_0263"
"GCF_001647675.1_ASM164767v1_CDS_2241","persistent","","9","9","1.0","NA","NA","","","","716","728","720.67","GCF_001278715.1_ASM127871v1_CDS_1319","GCF_002165255.2_ASM216525v2_CDS_2431","GCF_001647675.1_ASM164767v1_CDS_2241","","GCF_002934695.1_ASM293469v1_CDS_3153","GCF_002165295.2_ASM216529v2_CDS_3071","GCA_001581975.1_ASM158197v1_CDS_3432","GCF_001612555.1_ASM161255v1_CDS_0212","GCF_001696615.3_ASM169661v3_CDS_1604","GCF_002165305.2_ASM216530v2_CDS_2933"
"GCF_001647675.1_ASM164767v1_CDS_2306","cloud","","1","1","1.0","NA","NA","","","","1139","1139","1139.0","","","GCF_001647675.1_ASM164767v1_CDS_2306","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2370","cloud","","1","1","1.0","NA","NA","","","","1682","1682","1682.0","","","GCF_001647675.1_ASM164767v1_CDS_2370","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2402","cloud","","2","2","1.0","NA","NA","","","","1142","1142","1142.0","","","GCF_001647675.1_ASM164767v1_CDS_2402","GCF_002688565.1_ASM268856v1_CDS_1112","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2500","cloud","","6","6","1.0","NA","NA","","","","542","542","542.0","GCF_001278715.1_ASM127871v1_CDS_1616","","GCF_001647675.1_ASM164767v1_CDS_2500","GCF_002688565.1_ASM268856v1_CDS_0984","GCF_002934695.1_ASM293469v1_CDS_2811","","","GCF_001612555.1_ASM161255v1_CDS_3166","","GCF_002165305.2_ASM216530v2_CDS_3127"
"GCF_001647675.1_ASM164767v1_CDS_2532","cloud","","1","1","1.0","NA","NA","","","","605","605","605.0","","","GCF_001647675.1_ASM164767v1_CDS_2532","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2564","cloud","","1","1","1.0","NA","NA","","","","1178","1178","1178.0","","","GCF_001647675.1_ASM164767v1_CDS_2564","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2660","cloud","","1","1","1.0","NA","NA","","","","713","713","713.0","","","GCF_001647675.1_ASM164767v1_CDS_2660","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2692","cloud","","1","1","1.0","NA","NA","","","","7868","7868","7868.0","","","GCF_001647675.1_ASM164767v1_CDS_2692","","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1405","persistent","","10","10","1.0","NA","NA","","","","770","2045","1917.5","GCF_001278715.1_ASM127871v1_CDS_1988","GCF_002165255.2_ASM216525v2_CDS_0355","GCF_001647675.1_ASM164767v1_CDS_2069","GCF_002688565.1_ASM268856v1_CDS_1405","GCF_002934695.1_ASM293469v1_CDS_0150","GCF_002165295.2_ASM216529v2_CDS_0384","GCA_001581975.1_ASM158197v1_CDS_0424","GCF_001612555.1_ASM161255v1_CDS_2809","GCF_001696615.3_ASM169661v3_CDS_2221","GCF_002165305.2_ASM216530v2_CDS_0335"
"GCF_002688565.1_ASM268856v1_CDS_1501","cloud","","1","1","1.0","NA","NA","","","","764","764","764.0","","","","GCF_002688565.1_ASM268856v1_CDS_1501","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1533","cloud","","1","1","1.0","NA","NA","","","","2702","2702","2702.0","","","","GCF_002688565.1_ASM268856v1_CDS_1533","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1597","cloud","","1","1","1.0","NA","NA","","","","458","458","458.0","","","","GCF_002688565.1_ASM268856v1_CDS_1597","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1661","persistent","","10","11","1.1","NA","NA","","","","740","2069","1855.73","GCF_001278715.1_ASM127871v1_CDS_2282","GCF_002165255.2_ASM216525v2_CDS_0626","GCF_001647675.1_ASM164767v1_CDS_1785","GCF_002688565.1_ASM268856v1_CDS_1661","GCF_002934695.1_ASM293469v1_CDS_0475","GCF_002165295.2_ASM216529v2_CDS_2449","GCA_001581975.1_ASM158197v1_CDS_2897" "GCA_001581975.1_ASM158197v1_CDS_2896","GCF_001612555.1_ASM161255v1_CDS_2420","GCF_001696615.3_ASM169661v3_CDS_1171","GCF_002165305.2_ASM216530v2_CDS_2260"
"GCF_002688565.1_ASM268856v1_CDS_1725","cloud","","5","5","1.0","NA","NA","","","","1244","1268","1259.6","GCF_001278715.1_ASM127871v1_CDS_2347","","GCF_001647675.1_ASM164767v1_CDS_1735","GCF_002688565.1_ASM268856v1_CDS_1725","GCF_002934695.1_ASM293469v1_CDS_0545","GCF_002165295.2_ASM216529v2_CDS_0847","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1855","cloud","","1","1","1.0","NA","NA","","","","2429","2429","2429.0","","","","GCF_002688565.1_ASM268856v1_CDS_1855","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1919","cloud","","2","2","1.0","NA","NA","","","","431","443","437.0","","","","GCF_002688565.1_ASM268856v1_CDS_1919","GCF_002934695.1_ASM293469v1_CDS_0754","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1951","cloud","","1","1","1.0","NA","NA","","","","530","530","530.0","","","","GCF_002688565.1_ASM268856v1_CDS_1951","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1983","cloud","","1","1","1.0","NA","NA","","","","227","227","227.0","","","","GCF_002688565.1_ASM268856v1_CDS_1983","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2015","cloud","","1","1","1.0","NA","NA","","","","1322","1322","1322.0","","","","GCF_002688565.1_ASM268856v1_CDS_2015","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2047","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","","GCF_002688565.1_ASM268856v1_CDS_2047","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2111","cloud","","1","1","1.0","NA","NA","","","","1262","1262","1262.0","","","","GCF_002688565.1_ASM268856v1_CDS_2111","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2143","cloud","","1","1","1.0","NA","NA","","","","584","584","584.0","","","","GCF_002688565.1_ASM268856v1_CDS_2143","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2207","persistent","","10","10","1.0","NA","NA","","","","1121","1130","1123.4","GCF_001278715.1_ASM127871v1_CDS_0335","GCF_002165255.2_ASM216525v2_CDS_1333","GCF_001647675.1_ASM164767v1_CDS_1377","GCF_002688565.1_ASM268856v1_CDS_2207","GCF_002934695.1_ASM293469v1_CDS_0997","GCF_002165295.2_ASM216529v2_CDS_1848","GCA_001581975.1_ASM158197v1_CDS_2034","GCF_001612555.1_ASM161255v1_CDS_1905","GCF_001696615.3_ASM169661v3_CDS_0462","GCF_002165305.2_ASM216530v2_CDS_1414"
"GCF_002688565.1_ASM268856v1_CDS_2271","cloud","","1","1","1.0","NA","NA","","","","554","554","554.0","","","","GCF_002688565.1_ASM268856v1_CDS_2271","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2335","cloud","","1","1","1.0","NA","NA","","","","1142","1142","1142.0","","","","GCF_002688565.1_ASM268856v1_CDS_2335","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2367","cloud","","1","1","1.0","NA","NA","","","","503","503","503.0","","","","GCF_002688565.1_ASM268856v1_CDS_2367","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2431","cloud","","2","2","1.0","NA","NA","","","","1022","1022","1022.0","","","","GCF_002688565.1_ASM268856v1_CDS_2431","GCF_002934695.1_ASM293469v1_CDS_1256","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2527","cloud","","1","1","1.0","NA","NA","","","","137","137","137.0","","","","GCF_002688565.1_ASM268856v1_CDS_2527","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2591","cloud","","1","1","1.0","NA","NA","","","","1427","1427","1427.0","","","","GCF_002688565.1_ASM268856v1_CDS_2591","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2623","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","","","","GCF_002688565.1_ASM268856v1_CDS_2623","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2655","cloud","","1","1","1.0","NA","NA","","","","269","269","269.0","","","","GCF_002688565.1_ASM268856v1_CDS_2655","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2687","cloud","","4","4","1.0","NA","NA","","","","1337","1340","1337.75","","","GCF_001647675.1_ASM164767v1_CDS_1098","GCF_002688565.1_ASM268856v1_CDS_2687","GCF_002934695.1_ASM293469v1_CDS_1463","","","","GCF_001696615.3_ASM169661v3_CDS_3424",""
"GCF_002688565.1_ASM268856v1_CDS_2719","cloud","","2","2","1.0","NA","NA","","","","335","911","623.0","","","GCF_001647675.1_ASM164767v1_CDS_1066","GCF_002688565.1_ASM268856v1_CDS_2719","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2751","cloud","","1","1","1.0","NA","NA","","","","818","818","818.0","","","","GCF_002688565.1_ASM268856v1_CDS_2751","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2783","cloud","","5","5","1.0","NA","NA","","","","902","917","908.6","","","GCF_001647675.1_ASM164767v1_CDS_0985","GCF_002688565.1_ASM268856v1_CDS_2783","","GCF_002165295.2_ASM216529v2_CDS_2042","","","GCF_001696615.3_ASM169661v3_CDS_3275","GCF_002165305.2_ASM216530v2_CDS_1077"
"GCF_002688565.1_ASM268856v1_CDS_2847","cloud","","1","1","1.0","NA","NA","","","","1061","1061","1061.0","","","","GCF_002688565.1_ASM268856v1_CDS_2847","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3039","cloud","","1","1","1.0","NA","NA","","","","386","386","386.0","","","","GCF_002688565.1_ASM268856v1_CDS_3039","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3071","cloud","","1","1","1.0","NA","NA","","","","1289","1289","1289.0","","","","GCF_002688565.1_ASM268856v1_CDS_3071","","","","","",""
